,state_code,latitude,longitude,zip_code,city,name,founded_at,closed_at,first_funding_at,last_funding_at,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,state_code.1,is_CA,is_NY,is_MA,is_TX,is_otherstate,category_code,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,status
214,NY,40.730646,-73.986614,10154,New York,Bioenvision,1/1/1996,8/13/2009,4/30/2007,4/30/2007,11.3342,11.3342,3.055353047989626,4.754422568093388,3,1,7410000,0,NY,0,1,0,0,0,biotech,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3.0,1,closed
215,CA,37.404788,-121.94084199999999,95134,San Jose,Teranetics,1/1/2000,Not closed,11/21/2006,5/27/2010,6.8932,10.4082,3.055353047989626,4.754422568093388,5,3,52800000,0,CA,1,0,0,0,0,semiconductor,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,5.3333,1,acquired
216,CA,33.97279,-118.427578,90094,Playa Vista,WebVisible,1/1/2001,10/1/2011,9/1/2005,2/11/2010,4.6685,9.1178,9.7534,12.8027,33,3,37000000,4,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1.3333,1,closed
217,CA,37.7983181,-122.40000320000001,94111,San Francisco,GoodGuide,12/1/2007,Not closed,1/19/2009,8/26/2011,1.137,3.737,2.463,3.2164,14,3,14229998,3,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.0,1,acquired
218,CA,37.320309,-122.05004,95014,Cupertino,ViVu,1/1/2009,Not closed,9/21/2009,6/9/2011,0.7205,2.4356,0.7671,2.7918,7,2,3000000,2,CA,1,0,0,0,0,messaging,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2.5,1,acquired
219,NY,40.730646,-73.986614,10013,New York,avVenta,1/1/2005,Not closed,1/14/2009,1/14/2009,4.0384,4.0384,6.0027,6.0027,10,1,20000000,1,NY,0,1,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.0,0,acquired
220,RI,51.43247,-2.664213,2906,Providence,DiJiPOP,11/1/2008,Not closed,8/1/2009,12/6/2010,0.7479,2.0959,1.6548,2.0959,6,2,2000000,3,RI,0,0,0,0,1,advertising,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.5,1,acquired
221,DC,38.897976,-77.028561,20005,Washington,Layer 7 Technologies,1/1/2003,Not closed,10/26/2006,2/2/2009,3.8192,6.0932,9.0055,9.7726,3,2,19900000,2,DC,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2.0,1,acquired
222,CA,37.781689,-122.39106100000001,94107,San Francisco,DeliveryEdge,9/1/2006,4/1/2009,12/1/2007,12/1/2007,1.2493,1.2493,2.589,2.589,6,1,1500000,1,CA,1,0,0,0,0,ecommerce,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0,closed
223,CA,37.779281,-122.41923600000001,94105,San Francisco,Solmentum,7/1/2009,11/9/2011,7/1/2009,7/1/2009,0.0,0.0,1.2521,1.2521,4,1,325000,1,CA,1,0,0,0,0,cleantech,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4.0,0,closed
224,CA,37.787248999999996,-122.3990501,94105,San Francisco,Pipewise,9/1/2010,10/1/2012,2/17/2011,2/17/2011,0.46299999999999997,0.46299999999999997,1.2795,1.8192,16,1,3500000,2,CA,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5.0,1,closed
225,WA,47.602872999999995,-122.336132,98104,Seattle,GridNetworks,1/1/2004,8/17/2012,1/1/2006,5/20/2008,2.0027,4.3863,1.5836,4.1918,7,4,30000000,2,WA,0,0,0,0,1,network_hosting,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,2.0,1,closed
226,CA,39.78373,-100.445882,94043-1107,Mountain View,MAP Pharmaceuticals,1/1/2003,Not closed,3/28/2007,3/28/2007,4.2384,4.2384,3.055353047989626,4.754422568093388,1,1,50000000,0,CA,1,0,0,0,0,biotech,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6.0,1,acquired
227,NY,40.745003000000004,-73.98322900000001,10016,New York,"ORCA, Inc.",1/1/2008,Not closed,6/21/2009,6/21/2009,1.4712,1.4712,1.0027,1.4712,5,1,2000000,2,NY,0,1,0,0,0,ecommerce,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3.0,1,acquired
228,CA,37.52845,-122.26372099999999,94065,Redwood City,Amobee,5/1/2005,Not closed,11/1/2006,3/1/2011,1.5041,5.8356,6.1699,8.3534,25,6,72000000,2,CA,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,2.3333,1,acquired
229,CA,34.045919,-118.16525,91754,Monterey Park,KOTURA,1/1/2004,Not closed,9/7/2005,11/5/2009,1.6849,5.8493,8.4219,8.4219,4,3,27690547,1,CA,1,0,0,0,0,cleantech,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,4.5,1,acquired
230,TX,33.068275,-96.711101,75023,Plano,Auvitek International,3/1/2004,2/20/2011,5/9/2006,5/9/2006,2.189,2.189,3.055353047989626,4.754422568093388,32,1,9000000,0,TX,0,0,0,1,0,semiconductor,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4.0,1,closed
231,CA,37.287285,-121.94293200000001,94041,Mountain View,Outright,6/1/2008,Not closed,11/1/2008,11/18/2009,0.4192,1.4658,3.1315,4.137,12,2,7500000,3,CA,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3.5,1,acquired
232,TX,30.271393,-97.748623,78701,Austin,Phurnace Software,1/1/2007,Not closed,9/11/2007,7/1/2008,0.6932,1.4986,3.4164,3.4164,9,2,10000000,1,TX,0,0,0,1,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,1,acquired
233,CA,34.142973,-118.140553,91105,Pasadena,FastSoft,1/1/2006,Not closed,6/11/2007,9/4/2012,1.4411,6.6795,2.0,2.0,7,4,5965000,1,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.0,0,acquired
234,CA,37.465645,-121.932202,94538,Fremont,GrandCentral,4/1/2006,Not closed,1/1/2006,1/1/2006,-0.2466,-0.2466,-0.4082,7.4548,9,1,4000000,4,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,acquired
235,MI,42.548008,-83.214753,48025,Bingham Farms,Speedshape,1/1/2003,8/1/2013,2/20/2008,2/20/2008,5.1397,5.1397,7.0055,7.0055,2,1,5000000,1,MI,0,0,0,0,1,advertising,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.0,0,closed
236,CA,37.32052,-121.948399,95128,San Jose,BlueLithium,1/1/2004,Not closed,2/1/2005,2/1/2005,1.0877,1.0877,5.0959,7.3863,15,1,11500000,2,CA,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,1,acquired
237,IL,41.875555,-87.624421,60657,Chicago,Media Chaperone,1/1/2009,6/1/2013,1/14/2010,2/24/2011,1.0356,2.1479,1.5808,1.5808,2,2,1050000,1,IL,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0,closed
238,NY,40.7566658,-73.9827553,10036,New York,Giant Realm,1/1/2007,Not closed,3/1/2008,5/8/2008,1.1644,1.3507,1.3507,3.3315,13,2,5500000,2,NY,0,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,1,acquired
239,PA,39.951311,-75.169522,10011,Philadelphia,Invite Media,2/1/2007,Not closed,12/1/2007,12/1/2009,0.8301,2.8329,1.0877,3.3369999999999997,17,3,5000000,4,PA,0,0,0,0,1,advertising,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1.6667,1,acquired
240,CA,37.406914,-122.09037,94043,Mountain View,UpMo,1/1/2011,7/1/2013,12/13/2009,8/17/2011,-1.0521,0.6247,-1.3589,1.663,11,2,3700000,3,CA,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3.0,0,closed
241,CA,36.9397206,-121.7768449,95019-2901,Freedom,Appscio,1/1/2006,1/1/2011,3/20/2007,1/3/2009,1.2137,3.0082,3.055353047989626,4.754422568093388,4,2,7000000,0,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,0,closed
242,MA,42.375219,-71.056101,2129,Boston,Eons,1/1/2005,5/17/2012,4/1/2006,3/1/2007,1.2466,2.1616,2.0,3.8137,14,2,32000000,4,MA,0,0,1,0,0,network_hosting,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,3.5,1,closed
243,MA,42.358821999999996,-71.104329,2142,Cambridge,LocaModa,1/1/2007,Not closed,9/18/2007,3/25/2011,0.7123,4.2301,2.6685,3.0575,8,3,7900000,2,MA,0,0,1,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,0,acquired
244,CA,37.392443,-122.07251699999999,94110,San Francisco,Meraki,4/1/2006,Not closed,12/1/2006,7/10/2012,0.6685,6.2795,2.7945,7.4493,16,5,80000000,3,CA,1,0,0,0,0,network_hosting,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,2.25,1,acquired
245,TX,30.280147999999997,-97.74990799999999,78701,Austin,MPOWER Mobile,1/1/2005,6/8/2012,10/28/2009,10/28/2009,4.8247,4.8247,0.2466,0.2466,1,1,5000000,1,TX,0,0,0,1,0,mobile,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1,closed
246,WA,47.638456,-122.35696499999999,98109,Seattle,Haute Secure,1/1/2006,Not closed,1/1/2007,3/9/2009,1.0,3.1863,2.4301,7.6247,5,2,2100000,3,WA,0,0,0,0,1,security,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1.5,1,acquired
247,MD,39.116333000000004,-77.18130699999999,20814,Bethesda,Intelliworks,12/1/2004,Not closed,2/14/2005,4/24/2009,0.2055,4.3973,3.4164,3.4164,6,4,22250000,1,MD,0,0,0,0,1,enterprise,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,2.5,1,acquired
248,OR,45.520247,-122.674195,97209,Portland,Meridian,3/1/2011,Not closed,9/14/2011,8/30/2012,0.5397,1.5014,-14.1699,2.2082,6,2,1975000,2,OR,0,0,0,0,1,enterprise,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,3.0,0,acquired
249,NY,40.723652,-73.985281,10016,New York,Kluster,1/1/2008,Not closed,1/1/2008,1/1/2008,0.0,0.0,3.5918,4.3260000000000005,0,1,1000000,2,NY,0,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,1,acquired
250,PA,40.602206,-75.47127900000001,18106,Allentown,International Battery,1/1/2008,3/1/2013,5/6/2010,5/6/2010,2.3452,2.3452,3.055353047989626,4.754422568093388,0,1,35000000,0,PA,0,0,0,0,1,cleantech,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0,0,closed
251,NY,37.480999,-122.17388700000001,10016,New York,Jingle Networks,9/1/2005,Not closed,10/1/2005,12/28/2009,0.0822,4.3260000000000005,3.6630000000000003,5.611000000000001,12,7,88651133,5,NY,0,1,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,3.1667,1,acquired
252,MA,42.565645399999994,-71.3222696,01862-2000,North Billerica,SemEquip,1/1/2000,Not closed,8/4/2005,8/4/2005,5.5945,5.5945,3.055353047989626,4.754422568093388,3,1,26000000,0,MA,0,0,1,0,0,semiconductor,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2.0,1,acquired
253,CA,34.054935,-118.244476,90017,Los Angeles,ItsGoinOn,5/1/2010,11/1/2011,1/1/2011,1/1/2011,0.6712,0.6712,0.0,0.7562,3,1,100000,2,CA,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0,closed
254,CO,39.750152,-104.99643799999998,80202,Denver,mSnap,6/1/2005,Not closed,6/1/2006,6/1/2006,1.0,1.0,3.8110000000000004,4.9178,6,1,5000000,3,CO,0,0,0,0,1,mobile,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1,acquired
255,GA,34.062588,-84.16923,30097,Duluth,Biofisica,1/1/2000,4/26/2012,10/31/2006,4/21/2008,6.8356,8.3096,3.055353047989626,4.754422568093388,5,2,7300000,0,GA,0,0,0,0,1,biotech,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,3.0,1,closed
256,CA,37.406914,-122.09037,94043,Mountain View,Ardian,1/1/2003,Not closed,1/1/2005,3/23/2009,2.0027,6.2274,4.0027,10.7616,8,3,64080000,2,CA,1,0,0,0,0,biotech,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,4.0,1,acquired
257,RI,51.43247,-2.664213,2903,Providence,Tracelytics,7/1/2010,Not closed,11/3/2011,3/22/2012,1.3425,1.726,-0.0822,1.7205,8,2,5800000,2,RI,0,0,0,0,1,enterprise,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,4.0,1,acquired
258,CA,37.791388,-122.39214799999999,94105,San Francisco,Canopy Financial,1/1/2004,8/27/2009,1/1/2008,10/1/2009,4.0027,5.7534,5.9233,6.0,6,4,89500000,2,CA,1,0,0,0,0,finance,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1.0,1,closed
259,CA,37.788482,-122.409173,94102,San Francisco,Kyte,12/1/2006,Not closed,7/1/2007,3/1/2012,0.5808,5.2521,3.0877,4.1699,11,4,23350000,2,CA,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,3.0,1,acquired
260,MA,42.393662,-71.25585500000001,2451,Waltham,Ounce Labs,10/1/2002,Not closed,6/8/2006,9/16/2008,3.6877,5.9644,3.055353047989626,4.754422568093388,7,2,13500000,0,MA,0,0,1,0,0,software,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2.5,1,acquired
261,MA,42.496515,-71.480233,1719,Boxborough,Crossbeam Systems,1/1/2000,Not closed,5/8/2007,2/14/2008,7.3534,8.126,11.0329,11.0575,13,2,24500000,2,MA,0,0,1,0,0,security,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.5,1,acquired
262,CA,37.534538,-122.252466,94065,Redwood City,PacketHop,1/1/2002,1/4/2013,8/8/2005,8/8/2005,3.6027,3.6027,3.0027,3.0027,2,1,10000000,1,CA,1,0,0,0,0,public_relations,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4.0,1,closed
263,UT,40.767013,-111.890431,84124,Salt Lake City,Inaura,1/1/2007,7/19/2012,1/6/2005,1/6/2005,-1.9863,-1.9863,3.055353047989626,4.754422568093388,3,1,8500000,0,UT,0,0,0,0,1,other,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.0,0,closed
264,TX,30.161661,-95.47125600000001,77380,The Woodlands,DynaPump,1/1/1992,11/12/2011,5/29/2008,5/29/2008,16.4192,16.4192,3.055353047989626,4.754422568093388,0,1,6000000,0,TX,0,0,0,1,0,cleantech,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3.0,0,closed
265,CA,37.424298,-122.13980900000001,94306,Palo Alto,Immunet Corporation,7/1/2008,Not closed,11/1/2009,11/1/2009,1.337,1.337,1.3479,1.3479,3,1,2000000,1,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,1,acquired
266,TX,30.280147999999997,-97.74990799999999,78701,Austin,CopperEgg Corporation,6/1/2010,Not closed,7/12/2011,5/8/2012,1.1123,1.9369999999999998,0.0,1.1123,3,2,4100000,2,TX,0,0,0,1,0,enterprise,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.5,1,acquired
267,CA,37.40047,-122.072981,94041,Mountain View,Wink,8/19/2004,Not closed,1/1/2005,1/1/2005,0.3699,0.3699,1.9507,8.3178,5,1,6200000,4,CA,1,0,0,0,0,search,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.0,1,acquired
268,CA,37.767575,-122.411157,94103,San Francisco,PopularMedia,1/1/2003,Not closed,2/1/2007,7/28/2008,4.0877,5.5753,4.0027,4.0027,8,2,12250000,1,CA,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2.5,1,acquired
269,CA,37.779281,-122.41923600000001,94105,San Francisco,Miyowa,4/14/2003,Not closed,9/4/2006,5/8/2008,3.3945,5.0712,5.7233,8.7342,3,2,11725600,2,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2.0,1,acquired
270,MA,42.504816999999996,-71.195611,1803,Burlington,Intrusic,1/1/2001,2/19/2007,4/25/2005,10/30/2006,4.3151,5.8301,3.055353047989626,4.754422568093388,1,2,16000000,0,MA,0,0,1,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.0,1,closed
271,WA,47.603832000000004,-122.33006200000001,98103,Seattle,Dashwire,8/11/2006,Not closed,1/31/2009,12/28/2010,2.4767,4.3836,3.3945,4.9863,10,3,5056559,2,WA,0,0,0,0,1,mobile,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1.6667,1,acquired
272,CA,37.780883,-122.395257,94107,San Francisco,Reddit,1/1/2005,Not closed,6/1/2005,6/1/2005,0.4137,0.4137,6.8329,8.874,9,1,100000,3,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,1,acquired
273,CA,37.779281,-122.41923600000001,94108,San Francisco,Pure Digital Technologies,9/1/2001,Not closed,1/1/2004,8/18/2008,2.3342,6.9671,4.0027,8.3014,11,3,68200000,3,CA,1,0,0,0,0,hardware,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,4.0,1,acquired
274,CA,37.789429,-122.276524,94501,Alameda,Voxify,1/1/2001,Not closed,2/1/2005,4/21/2010,4.0877,9.3068,6.0027,6.0027,5,3,33000000,1,CA,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,3.6667,1,acquired
275,NC,35.986906,-78.896718,27701,Durham,EvoApp,1/1/2009,1/1/2013,10/15/2010,4/20/2012,1.7863,3.3014,2.0822,2.3288,8,3,3352194,2,NC,0,0,0,0,1,analytics,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,9.5,0,closed
276,NY,40.750519,-73.993494,10001,New York,Visual Revenue,3/1/2010,Not closed,7/28/2011,1/26/2012,1.4082,1.9068,-0.1616,1.8384,5,2,2212000,2,NY,0,1,0,0,0,analytics,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,3.0,1,acquired
277,CA,37.484347,-122.225803,94063,Redwood City,Calibra Medical,1/1/2004,Not closed,11/24/2009,4/15/2011,5.9014,7.2904,3.055353047989626,4.754422568093388,1,4,19800000,0,CA,1,0,0,0,0,biotech,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,5.0,1,acquired
278,CA,37.566009,-122.321646,94401,San Mateo,Offermatic,2/1/2010,6/1/2013,12/1/2010,3/9/2011,0.8301,1.0986,1.1014,1.1616,6,2,4500000,2,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3.0,1,closed
279,MA,42.296017299999995,-71.2128734,2494,Needham,HiWired,1/1/2004,Not closed,1/1/2008,1/2/2008,4.0027,4.0055,4.0027,4.0027,2,2,14000000,1,MA,0,0,1,0,0,software,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.5,1,acquired
280,FL,26.106273,-80.41894,33327,Weston,DateMyFamily.com,11/11/2011,1/1/2013,12/1/2011,12/1/2011,0.0548,0.0548,0.0685,0.4,4,1,100000,2,FL,0,0,0,0,1,social,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0,closed
281,CA,37.4027811,-122.1441615,94304,Palo Alto,Hyperic,1/1/2004,Not closed,5/10/2006,6/5/2007,2.3562,3.4274,3.0027,5.3425,4,2,9900000,2,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.0,1,acquired
282,CA,37.779281,-122.41923600000001,94104,San Francisco,Optimal,1/1/2008,Not closed,1/1/2008,1/22/2013,0.0,5.063,5.0055,5.7945,10,3,7600000,2,CA,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,5.0,1,acquired
283,CA,34.430786,-119.715074,93101,Santa Barbara,SendMeHome.com,7/1/2008,6/4/2012,7/1/2008,7/1/2008,0.0,0.0,0.737,0.737,2,1,50000,1,CA,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2.0,0,closed
284,CA,37.448944,-122.16141499999999,94301,Palo Alto,Q-magic,2/1/2007,11/29/2011,1/1/2007,1/1/2007,-0.0849,-0.0849,3.055353047989626,4.754422568093388,3,1,650000,0,CA,1,0,0,0,0,public_relations,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0,closed
285,CA,34.005914000000004,-118.488129,90034,Los Angeles,Geodelic Systems,1/1/2008,1/1/2011,12/1/2008,9/23/2010,0.9178,2.7288,2.4164,2.7288,8,3,10500000,3,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,2.0,1,closed
286,CA,34.019657,-118.487549,90401,Santa Monica,BlockBeacon,1/1/2012,Not closed,6/21/2012,6/21/2012,0.4712,0.4712,0.0,0.9178,12,1,500000,2,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,acquired
287,CA,37.390501,-122.081151,94041,Mountain View,PostPath,1/1/2003,Not closed,12/7/2004,1/16/2007,1.9342,4.0438,2.0027,10.189,2,2,24300000,3,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2.5,1,acquired
288,CA,37.386778,-121.966277,95054,Santa Clara,Attune Systems,1/1/1999,2/12/2009,6/27/2006,11/14/2006,7.4904,7.874,7.0055,7.0055,6,2,18000000,1,CA,1,0,0,0,0,hardware,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,4.0,1,closed
289,CA,37.779507,-122.39071000000001,94107,San Francisco,TokBox,5/1/2007,Not closed,12/26/2007,11/15/2010,0.6548,3.5452,3.8438,6.5589,27,3,26000000,5,CA,1,0,0,0,0,messaging,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,3.6667,1,acquired
290,CA,37.391642,-122.09393500000002,94040,Mountain View,Avega Systems,1/1/2005,1/1/2012,4/1/2007,1/13/2010,2.2466,5.0356,3.055353047989626,4.754422568093388,2,2,9500000,0,CA,1,0,0,0,0,hardware,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,3.0,1,closed
291,MD,39.2328783,-76.8204666,Maryland 21045,Columbia,Heartscape,1/1/2000,10/15/2009,4/24/2007,4/24/2007,7.3151,7.3151,5.0055,5.0055,6,1,16980999,1,MD,0,0,0,0,1,biotech,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.0,1,acquired
292,CA,37.419819,-122.09018799999998,94043,Mountain View,PeerMe,1/1/2004,2/3/2009,1/1/2005,1/1/2005,1.0027,1.0027,1.1644,3.5699,2,1,5000000,2,CA,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3.0,0,closed
293,WA,47.657942999999996,-117.421226,99202,SPOKANE,Pacinian,4/1/2007,1/1/2012,12/1/2008,12/1/2008,1.6712,1.6712,3.055353047989626,4.754422568093388,3,1,350000,0,WA,0,0,0,0,1,hardware,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.0,0,closed
294,MA,42.485690999999996,-71.19861999999999,1803,Burlington,neoSaej,1/1/2006,6/1/2013,3/29/2007,12/21/2010,1.2384,4.9726,1.0,1.0,1,5,13130000,1,MA,0,0,1,0,0,web,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2.0,1,closed
295,WA,39.78373,-100.445882,98104,Seattle,Kiha Software,1/1/2008,8/1/2011,10/28/2010,10/28/2010,2.8247,2.8247,0.0,2.8219,1,1,20000000,2,WA,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,closed
296,MA,42.372912,-71.118999,2138,Cambridge,Vlingo,6/1/2006,Not closed,12/1/2006,9/16/2009,0.5014,3.2959,2.0685,6.9973,18,3,26500000,4,MA,0,0,1,0,0,mobile,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,2.0,1,acquired
297,MA,42.432106,-71.453968,1754,Maynard,Tizor Systems,1/1/2002,Not closed,9/12/2005,2/7/2006,3.6986,4.1041,3.055353047989626,4.754422568093388,4,2,15000000,0,MA,0,0,1,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5.0,1,acquired
298,MD,39.414219,-77.410927,21703,Frederick,Cerona Networks,1/1/2002,1/18/2012,4/21/2006,4/21/2006,4.3041,4.3041,3.055353047989626,4.754422568093388,0,1,2600000,0,MD,0,0,0,0,1,public_relations,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.0,0,closed
299,CA,37.54827,-121.98857199999999,94538,Fremont,Oorja Protonics,1/1/2004,10/16/2012,5/25/2006,1/11/2010,2.3973,6.0329,3.055353047989626,4.754422568093388,1,4,21470000,0,CA,1,0,0,0,0,cleantech,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,3.5,1,closed
300,TX,30.280147999999997,-97.74990799999999,78701,Austin,Hurricane Party,5/1/2010,7/1/2012,5/1/2010,5/1/2010,0.0,0.0,0.27399999999999997,0.863,5,1,20000,2,TX,0,0,0,1,0,mobile,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,closed
301,CA,37.384239,-122.012475,94085,Sunnyvale,Minekey,1/1/2005,8/18/2012,12/1/2006,8/1/2007,1.9151,2.5808,2.0,6.9178,10,2,3600000,3,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1.0,0,closed
302,NY,40.728425,-73.999882,10012,New York,Blip,5/1/2005,Not closed,3/1/2006,7/30/2012,0.8329,7.2521,8.0055,8.4,23,7,27300000,4,NY,0,1,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,2.0,1,acquired
303,CA,37.779281,-122.41923600000001,94105,San Francisco,Fabkids,1/1/2012,Not closed,8/2/2012,8/2/2012,0.5863,0.5863,1.0493,1.0493,8,1,2600000,1,CA,1,0,0,0,0,ecommerce,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2.0,0,acquired
304,CA,37.424298,-122.13980900000001,94306,Palo Alto,CafeBots,1/1/2010,10/1/2010,10/21/2010,10/21/2010,0.8027,0.8027,0.0,1.411,5,1,5000000,2,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1,closed
