,state_code,latitude,longitude,zip_code,id,city,Unnamed: 6,name,labels,founded_at,closed_at,first_funding_at,last_funding_at,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,state_code.1,is_CA,is_NY,is_MA,is_TX,is_otherstate,category_code,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,object_id,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,status,link_name,company_description
777,CA,37.558245,-122.302654,94402,c:6356,San Mateo,San Mateo CA 94402,Yield Software,1,1/1/2007,Still Operating,6/4/2008,6/4/2008,1.4247,1.4247,1,1,7,1,6000000,1,CA,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:6356,0,0,0,1,0,0,2,1,acquired,yield software,"Yield Software offers a web marketing suite that leverages natural search, paid search, and landing page optimization."
778,PA,40.039353,-76.307448,17603,c:7163,Lancaster,Lancaster PA 17603,FlyCast,0,1/1/2006,1/1/2013,1/1/2008,7/22/2009,2,3.5562,4.5699,4.5699,3,2,2100000,1,PA,0,0,0,0,1,mobile,0,0,1,0,0,0,0,0,0,0,c:7163,1,1,0,0,0,0,2,0,closed,flycast,"FlyCast, Inc. operates as a provider of an application that offers streamed entertainment to mobile devices"
779,WA,39.78373,-100.445882,98104,c:46835,Seattle,Seattle WA 98104,Off & Away,1,12/1/2009,Still Operating,5/3/2010,10/21/2010,0.4192,0.8877,0.0849,1.863,3,2,3250000,3,WA,0,0,0,0,1,travel,0,0,0,0,0,0,0,0,0,1,c:46835,1,0,1,0,0,0,1,1,acquired,off & away,Off & Away is focused on offering exceptional travel experiences in fun and unique ways.
780,CA,37.3969138,-121.8939054,95131,c:18027,San Jose,San Jose CA 95131,CypherMax,0,1/1/2000,9/10/2012,7/27/2006,2/25/2007,6.5726,7.1562,3.055353048,4.754422568,1,3,148000000,0,CA,1,0,0,0,0,hardware,0,0,0,0,0,0,0,0,0,1,c:18027,1,0,0,1,0,0,3.5,1,closed,cyphermax,CipherMax provides storage security solutions for information assets and achieving compliance with government regulations.
781,CA,34.185043,-118.878852,91360,c:17634,Thousand Oaks,Thousand Oaks CA 91360,Nexsan,1,1/1/2000,Still Operating,12/1/2003,4/18/2009,3.9178,9.3014,10.7507,10.7507,10,2,24500000,1,CA,1,0,0,0,0,hardware,0,0,0,0,0,0,0,0,0,1,c:17634,1,0,1,0,0,0,2,1,acquired,nexsan,Nexsan provides energy efficient disk-based storage systems designed for storing and archiving information.
782,UT,40.233844,-111.658534,84087,c:47341,Provo,Provo UT 84087,Tipping Bucket,0,4/8/2009,1/1/2012,4/1/2009,3/1/2010,-0.0192,0.8959,1.063,1.063,4,2,72000,1,UT,0,0,0,0,1,enterprise,0,0,0,1,0,0,0,0,0,0,c:47341,0,1,0,0,0,0,1,0,closed,tipping bucket,"Tipping Bucket is a crowd-sourced venture charity enabling catalytic capital and funding via media to non-profits, businesses, and startups."
783,CA,37.416597,-122.154064,94304,c:42610,Palo Alto,Palo Alto CA 94304,Qlusters,0,1/1/2001,9/11/2008,8/8/2007,8/8/2007,6.6027,6.6027,4.0027,4.0027,3,1,10360000,1,CA,1,0,0,0,0,other,0,0,0,0,0,0,0,0,0,1,c:42610,0,0,0,0,1,0,5,1,closed,qlusters,"Qlusters offers openQRM, a data center provisioning and management software for software provisioning and virtual environment management."
784,NY,40.775309,-73.983656,10001,c:10137,New York,New York NY 10001,Producteev,1,7/8/2008,Still Operating,7/15/2008,2/1/2010,0.0192,1.5699,2.4849,4.8712,12,3,1310000,2,NY,0,1,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:10137,0,1,0,0,0,0,6,1,acquired,producteev,"Producteev is a free task management application for individuals and teams to collaborate via the web, email, IM, mobile or desktop."
785,NY,40.759089,-73.987573,10036,c:47662,New York,New York NY 10036,SpinTheCam,0,2/12/2010,2/17/2012,1/1/2010,1/1/2010,-0.1151,-0.1151,0.0466,0.0466,1,1,150000,1,NY,0,1,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,c:47662,0,1,0,0,0,0,1,0,closed,spinthecam,SpinTheCam is a social network with dating and live video chat where people randomly connect within the network.
786,CA,37.229676,-121.971225,95032-5405,c:29387,Los Gatos,Los Gatos CA 95032-5405,Amalfi Semiconductor,1,1/1/2003,Still Operating,2/1/2006,4/24/2012,3.0877,9.3178,0.4959,9.5315,5,3,64000000,2,CA,1,0,0,0,0,semiconductor,0,0,0,0,0,0,0,0,0,1,c:29387,1,0,0,1,1,0,3.3333,1,acquired,amalfi semiconductor,Amalfi Semiconductor develops high-performance CMOS power amplifiers for the cellular industry.
787,OH,39.96226,-83.000706,43207,c:58696,Columbus,Columbus OH 43207,Dormzy,0,5/1/2010,3/1/2013,5/1/2010,5/1/2010,0,0,0,0,2,1,250000,1,OH,0,0,0,0,1,ecommerce,0,0,0,0,0,0,1,0,0,0,c:58696,0,1,0,0,0,0,1,0,closed,dormzy,"Dormzy, an online grocery store for college students, specializes in care packages, non-perishable food, and health and beauty products."
788,CA,34.144926,-118.149767,91105,c:13815,Pasadena,Pasadena CA 91105,iChange,1,1/1/2008,Still Operating,10/1/2007,2/1/2010,-0.2521,2.0877,1.4164,1.4164,6,3,1830000,1,CA,1,0,0,0,0,health,0,0,0,0,0,0,0,0,0,1,c:13815,0,1,1,0,0,0,2,0,acquired,ichange,iChange operates a social network that helps its users reach their goals in weight loss and wellness.
789,OR,39.78373,-100.445882,97204,c:55307,Portland,Portland OR 97204,AppFog,1,8/1/2010,Still Operating,1/1/2011,8/10/2011,0.4192,1.0247,0.7726,2.1699,10,2,9800000,4,OR,0,0,0,0,1,enterprise,0,0,0,1,0,0,0,0,0,0,c:55307,0,0,1,1,0,0,4.5,1,acquired,appfog,AppFog is a Platform-as-a-Service system for public clouds.
790,CA,38.904549,-77.061767,94104,c:2033,San Francisco,San Francisco CA 94104,HotPads,1,5/4/2005,Still Operating,3/1/2007,3/1/2007,1.8247,1.8247,3.8959,5.9068,15,1,2300000,3,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:2033,0,0,1,0,0,0,1,0,acquired,hotpads,HotPads is a map-based rental housing and real estate search engine delivering an online and interactive housing search experience.
791,WA,47.682233,-122.135521,98052,c:444,Redmond,Redmond WA 98052,Sampa,0,3/1/2005,7/17/2009,8/1/2007,4/2/2008,2.4192,3.0904,-0.1616,3.9699,3,2,1310000,4,WA,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,c:444,0,1,0,0,0,0,1,0,closed,sampa,"Sampa is a web platform for families and friends to share stories, photos, events and milestones."
792,CA,37.781557,-122.407959,94103,c:454,San Francisco,San Francisco CA 94103,DanceJam,0,4/1/2007,1/1/2011,5/1/2007,2/1/2008,0.0822,0.8384,0,4.1836,4,2,4500000,5,CA,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,c:454,0,1,0,1,0,0,5.5,1,closed,dancejam,"DanceJam is a social media destination for dance lovers to watch people dance, learn and share their dancing moves online."
793,CA,37.571318,-122.267962,94404,c:11531,Foster City,Foster City CA 94404,Right90,1,1/1/2003,Still Operating,2/28/2005,9/23/2008,2.1616,5.7315,5.0027,5.0027,5,3,22000000,1,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:11531,0,0,1,1,1,0,2.6667,1,acquired,right90,Right90 offers on-demand SaaS forecasting and revenue performance management solutions for enterprises.
794,CA,37.775196,-122.419204,94107,c:741,San Francisco,San Francisco CA 94107,SocialMedia.com,1,1/1/2007,Still Operating,9/1/2007,1/29/2009,0.6658,2.0795,3.0301,4.2877,23,3,10000000,3,CA,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:741,0,1,1,1,0,0,2.6667,1,acquired,socialmedia.com,"SocialMedia.com is involved in digital advertising through people-powered advertisements, leveraging people’s social relationships."
795,NY,40.730646,-73.986614,10014,c:37826,New York,New York NY 10014,BuyWithMe,1,3/1/2009,Still Operating,1/20/2010,6/1/2011,0.8904,2.2521,2.6603,2.7534,21,4,36500000,3,NY,0,1,0,0,0,ecommerce,0,0,0,0,0,0,1,0,0,0,c:37826,0,0,1,1,1,0,1.5,1,acquired,buywithme,"BuyWithMe is providing a borderless payment ecosystem through QR code and Libra coins, where local merchants can offer deals to members"
796,CO,47.601803,-122.332085,80205,c:7299,Denver,Denver CO 80205,Photobucket,1,6/1/2003,Still Operating,3/1/2005,5/14/2013,1.7507,9.9589,9.3425,10.4603,35,7,33672656,3,CO,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,c:7299,1,0,1,1,0,0,2,1,acquired,photobucket,"Photobucket is an image and video hosting website allowing users to upload, edit and share photos."
797,CA,37.320309,-122.05004,95014,c:35579,Cupertino,Cupertino CA 95014,XtremIO,1,1/1/2009,Still Operating,11/11/2009,12/5/2011,0.8603,2.926,3,3,4,3,19000000,1,CA,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,c:35579,0,0,1,1,0,0,2,1,acquired,xtremio,XtremIO develops next generation storage solutions based on Solid State technology.
798,CA,37.36883,-122.03635,94086,c:21654,Sunnyvale,Sunnyvale CA 94086,Level 5 Networks,1,1/1/2002,Still Operating,6/20/2005,6/20/2005,3.4685,3.4685,2,2,3,1,30000000,1,CA,1,0,0,0,0,semiconductor,0,0,0,0,0,0,0,0,0,1,c:21654,0,0,0,1,0,0,4,1,acquired,level 5 networks,"Level 5 Networks operates as a fabless semiconductor and software company, providing Ethernet network interface cards."
799,CA,37.388869,-122.072353,94041,c:57338,Mountain View,Mountain View CA 94041,Votizen,1,3/19/2009,Still Operating,9/23/2010,2/24/2012,1.5151,2.937,2.6384,3.8164,6,2,2250000,2,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:57338,1,0,0,0,0,0,8.5,1,acquired,votizen,Votizen is a consumer technology company that harnesses social networks to create a connected electorate of voters.
800,CA,34.1086325,-118.0215818,91006,c:16613,Arcadia,Arcadia CA 91006,Siimpel Corporation,1,1/1/2000,Still Operating,11/11/2005,12/16/2009,5.8658,9.9644,8.1699,8.1699,7,6,53818873,1,CA,1,0,0,0,0,hardware,0,0,0,0,0,0,0,0,0,1,c:16613,1,0,0,0,1,0,4.25,1,acquired,siimpel corporation,Siimpel Corporation applies high precision MEMS platform technology to enable the reduction in size of high-performance digital cameras.
801,CA,37.553743,-122.300246,94402,c:334,San Mateo,San Mateo CA 94402,TalkPlus,0,2/1/2004,5/7/2008,10/1/2006,10/1/2006,2.6658,2.6658,3.055353048,4.754422568,6,1,5500000,0,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:334,0,0,1,0,0,0,1,1,closed,talkplus,TalkPlus offers Voice 2.0 services for mobile networks by using VoIP technology.
802,WA,47.578174,-122.212731,98006,c:8527,Bellevue,Bellevue WA 98006,Napera Networks,1,12/1/2006,Still Operating,11/29/2008,11/29/2008,1.9973,1.9973,-0.0822,3.5205,3,1,6000000,2,WA,0,0,0,0,1,network_hosting,0,0,0,0,0,0,0,0,0,1,c:8527,0,0,1,0,0,0,1,1,acquired,napera networks,Napera Networks delivers cloud-based active network management services for SMEs.
803,CA,39.78373,-100.445882,94063-2026,c:1389,Redwood City,Redwood City CA 94063-2026,NebuAd,0,1/1/2006,5/20/2009,7/1/2007,9/1/2007,1.4959,1.6658,0,7.5233,2,2,30150000,3,CA,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:1389,0,0,1,1,0,0,1.5,1,closed,nebuad,NebuAd is a media company offering online advertising solutions.
804,CA,37.674559,-122.385658,94005,c:31614,Brisbane,Brisbane CA 94005,Tercica,1,1/1/2002,Still Operating,10/14/2005,7/6/2007,3.7863,5.5123,3.055353048,4.754422568,11,2,83000000,0,CA,1,0,0,0,0,biotech,0,0,0,0,0,0,0,1,0,0,c:31614,1,0,0,0,0,0,1,0,acquired,tercica,"Tercica, a biotechnology company, develops and commercializes therapeutics for the treatment of endocrine and metabolic diseases."
805,NY,40.737216,-73.990947,10003,c:15709,New York,New York NY 10003,Robotgalaxy,0,1/1/2006,12/9/2012,1/1/2007,9/16/2008,1,2.7096,3.055353048,4.754422568,1,2,12000000,0,NY,0,1,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,c:15709,0,0,1,1,0,0,1,0,closed,robotgalaxy,Robot Galaxy is a mall-based retail and entertainment company allowing children to build their own personalized robots.
806,CA,37.36883,-122.03635,94085,c:63053,Sunnyvale,Sunnyvale CA 94085,PasswordBank,1,1/1/2008,Still Operating,3/1/2008,7/1/2009,0.1644,1.4986,3.1644,5.5479,6,2,3500000,2,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:63053,0,1,1,0,0,0,1,0,acquired,passwordbank,PasswordBank provides an IDaaS-based platform helping users store passwords and user IDs of websites and apps.
807,CA,37.433414,-122.128772,94306,c:668,Palo Alto,Palo Alto CA 94306,SnapTell,1,1/1/2006,Still Operating,6/7/2007,6/7/2007,1.4301,1.4301,2.3452,3.4575,5,1,4000000,3,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:668,0,0,1,0,0,0,4,1,acquired,snaptell,"SnapTell provides an integrated mobile marketing solution for brands to deploy campaigns, and consumers to access content on the go."
808,CA,33.87751,-117.727046,92887,c:79149,Yorba Linda,Yorba Linda CA 92887,Gigi Hill,0,1/1/2009,7/16/2013,6/15/2011,8/8/2012,2.4521,3.6027,3.055353048,4.754422568,9,2,4000000,0,CA,1,0,0,0,0,manufacturing,0,0,0,0,0,0,0,0,0,1,c:79149,0,0,1,0,0,0,1,1,closed,gigi hill,Gigi Hill is a direct sales company that designs and manufactures handbags and totes.
809,CA,37.409618,-122.017792,94089,c:17070,Sunnyvale,Sunnyvale CA 94089,CloudShield Technologies,1,1/1/2000,Still Operating,10/28/2005,9/17/2007,5.8274,7.7151,10.0082,10.0082,11,2,25000000,1,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:17070,1,0,0,0,0,0,4.5,1,acquired,cloudshield technologies,CloudShield Technologies provides IP service control and infrastructure protection solutions on network and content processing platforms.
810,NY,40.73901,-73.997259,10011,c:7329,New York,New York NY 10011,Instinctiv,1,8/1/2007,Still Operating,6/1/2008,5/5/2011,0.8356,3.7616,0.9041,0.9041,5,3,1420698,1,NY,0,1,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:7329,1,1,0,0,0,0,2,1,acquired,instinctiv,Instinctiv is a music management and discovery app that syncs a user’s entire music library to any desktop computer or mobile phone.
811,CA,37.2496346,-121.9665932,95008,c:26666,Campbell,Campbell CA 95008,Anchor Bay Technologies,1,10/1/2001,Still Operating,5/16/2003,1/29/2007,1.6219,5.3315,-3.7507,-3.7507,5,2,10000000,1,CA,1,0,0,0,0,semiconductor,0,0,0,0,0,0,0,0,0,1,c:26666,1,0,1,0,0,0,3,1,acquired,anchor bay technologies,Anchor Bay Technologies designs and manufactures audio and video technologies for home entertainment centers.
812,CA,37.441537,-122.158332,94301,c:32475,Palo Alto,Palo Alto CA 94301,Waze,1,1/1/2007,Still Operating,3/1/2008,10/18/2011,1.1644,4.7973,2.326,6.9041,18,3,67000000,5,CA,1,0,0,0,0,transportation,0,0,0,0,0,0,0,0,0,1,c:32475,0,0,1,1,1,0,2.6667,1,acquired,waze,"Waze is a mobile navigation app that enables drivers to use live maps, and get real-time traffic updates and other road data."
813,CA,37.5068854,-122.2475729,94070,c:5585,San Carlos,San Carlos CA 94070,Aster Data Systems,1,7/1/2005,Still Operating,11/1/2005,9/22/2010,0.337,5.2301,4.1726,5.7205,13,4,53000000,3,CA,1,0,0,0,0,analytics,0,0,0,0,0,0,0,0,0,1,c:5585,0,1,1,1,1,0,4.5,1,acquired,aster data systems,Aster Data provides big data management and analysis solutions for businesses that handle data-driven applications.
814,CA,34.050451,-118.437775,90024,c:59298,Los Angeles,Los Angeles CA 90024,Diversion,0,5/1/2010,6/1/2012,10/18/2010,7/22/2011,0.4658,1.2247,0,1.2247,5,2,300000,2,CA,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,c:59298,0,1,0,1,0,0,2,1,closed,diversion,Diversion aims at providing a fusion between the entertainment industry and the revival of social gaming.
815,CA,37.441537,-122.158332,94301,c:19725,Palo Alto,Palo Alto CA 94301,Codesion,1,1/1/2002,Still Operating,9/1/2007,7/1/2010,5.6685,8.5014,6.7534,8.0932,4,3,1400000,2,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:19725,0,1,0,0,0,0,1,0,acquired,codesion,Codesion is a software company providing source code management solutions.
