,state_code,latitude,longitude,zip_code,id,city,Unnamed: 6,name,labels,founded_at,closed_at,first_funding_at,last_funding_at,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,state_code.1,is_CA,is_NY,is_MA,is_TX,is_otherstate,category_code,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,object_id,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,status,link_name,company_description,name
673,CA,39.78373,-100.445882,94025,c:35433,Menlo Park,Menlo Park CA 94025,Trinity Biosystems,0,1/1/2002,5/24/2010,7/18/2006,11/9/2009,4.5452,7.8603,3.055353048,4.754422568,2,2,28500000,0,CA,1,0,0,0,0,biotech,0,0,0,0,0,0,0,1,0,0,c:35433,1,0,0,1,0,0,4.5,1,closed,trinity biosystems,"Trinity Biosystems develops oral therapeutic proteins and vaccines for respiratory, digestive and sexually transmitted diseases.",Trinity Biosystems
674,MA,42.579258,-71.437841,1886,c:17774,Westford,Westford MA 1886,Virtual Computer,1,1/1/2007,Still Operating,12/1/2007,1/26/2009,0.9151,2.0712,2.0027,2.0027,9,2,21000000,1,MA,0,0,1,0,0,software,1,0,0,0,0,0,0,0,0,0,c:17774,0,0,1,1,0,0,2.5,1,acquired,virtual computer,Virtual Computer provides intelligent desktop virtualization solutions.,Virtual Computer
675,NC,35.780398,-78.639099,27518,c:44064,Raleigh,Raleigh NC 27518,Oasys Mobile,0,1/1/1984,5/21/2012,11/18/2005,11/18/2005,21.8959,21.8959,24.6849,24.6849,1,1,8000000,1,NC,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,c:44064,1,0,0,0,0,0,2,0,closed,oasys mobile,"Oasys Mobile develops, publishes, and aggregates mobile phone games, touch and mobile media applications, and related services.",Oasys Mobile
676,CA,37.41924,-122.208414,94025,c:6171,Menlo Park,Menlo Park CA 94025,Gamook,0,1/1/2008,1/1/2010,3/16/2008,3/16/2008,0.2055,0.2055,0.1644,0.1644,1,1,1500000,1,CA,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,c:6171,0,0,1,0,0,0,1,1,closed,gamook,Gamook is a platform enabling people to play and share online casual games.,Gamook
677,MA,42.3729,-71.248472,2453,c:637,Waltham,Waltham MA 2453,Quattro Wireless,1,10/1/2006,Still Operating,5/1/2007,3/17/2009,0.5808,2.4603,2.5014,5.0932,17,3,28300000,4,MA,0,0,1,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:637,0,0,1,1,1,0,1.6667,1,acquired,quattro wireless,"Quattro Wireless, a global mobile advertising company, enables advertisers and publishers to reach and engage their target audiences.",Quattro Wireless
678,CA,37.441537,-122.158332,94301,c:30343,Palo Alto,Palo Alto CA 94301,ShopWell,1,1/1/2008,Still Operating,2/22/2010,12/20/2012,2.1452,4.9726,2.3671,2.7123,4,5,7939553,2,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:30343,1,0,0,1,0,0,2,1,acquired,shopwell,ShopWell is a personalized nutrition app that recommends food based on a user's dietary needs and helps them build healthy grocery lists.,ShopWell
679,CA,37.779281,-122.419236,94107,c:36276,San Francisco,San Francisco CA 94107,NewsBasis,0,1/1/2009,12/16/2012,11/1/2009,11/1/2009,0.8329,0.8329,3.055353048,4.754422568,3,1,545000,0,CA,1,0,0,0,0,public_relations,0,0,0,0,0,0,0,0,0,1,c:36276,0,1,0,0,0,0,2,1,closed,newsbasis,Newsbasis is a communications platform for journalists to connect with companies they write about.,NewsBasis
680,MA,42.558426,-71.268947,1821,c:36310,Billerica,Billerica MA 1821,Nexx Systems,1,1/1/2001,Still Operating,9/29/2005,12/14/2009,4.7452,8.9562,5.0027,5.0027,10,3,15247925,1,MA,0,0,1,0,0,semiconductor,0,0,0,0,0,0,0,0,0,1,c:36310,0,0,0,0,1,1,1.5,1,acquired,nexx systems,NEXX Systems provides processing systems and technologies for wafer-level packaging applications.,Nexx Systems
681,NY,40.757929,-73.985506,10003,c:835,NY,NY NY 10003,5min Media,1,1/1/2007,Still Operating,4/1/2007,7/23/2009,0.2466,2.5589,2.0027,4.7781,11,3,12800000,2,NY,0,1,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,c:835,0,1,1,1,0,0,1.5,1,acquired,5min media,"5min Media is a syndication platform for lifestyle, knowledge and instructional videos.",5min Media
682,IL,41.875555,-87.624421,60654,c:46863,Chicago,Chicago IL 60654,MyCabbage,0,3/1/2010,6/1/2013,3/24/2011,8/23/2012,1.063,2.4822,0,1.3068,1,2,950000,2,IL,0,0,0,0,1,mobile,0,0,1,0,0,0,0,0,0,0,c:46863,1,0,1,0,0,0,3,1,closed,mycabbage,"MyCabbage is an online and mobile platform for storing, tracking, sharing, and selling deals among friends.",MyCabbage
683,MA,42.479262,-71.152277,1801,c:179,Woburn,Woburn MA 1801,Gotuit,1,1/1/2000,Still Operating,12/1/2002,12/1/2004,2.9178,4.9205,2.0027,12.5096,6,2,16000000,5,MA,0,0,1,0,0,web,0,1,0,0,0,0,0,0,0,0,c:179,0,0,1,1,0,0,1,1,acquired,gotuit,Gotuit is a provider of metadata technology that optimizes the value of stored video libraries for professional content publishers.,Gotuit
684,CA,37.288326,-121.945633,95008,c:16784,Campbell,Campbell CA 95008,TeleCIS Wireless,1,1/1/2000,Still Operating,1/1/2006,1/1/2006,6.0055,6.0055,6.0055,6.0055,2,1,10000000,1,CA,1,0,0,0,0,semiconductor,0,0,0,0,0,0,0,0,0,1,c:16784,0,0,0,0,1,0,1,1,acquired,telecis wireless,"TeleCIS Wireless develops wireless system-on-a-chip solutions for the fixed, portable and mobile broadband wireless communications markets.",TeleCIS Wireless
685,NY,40.730646,-73.986614,10013,c:72750,New York,New York NY 10013,Snapette,1,1/1/2011,Still Operating,10/12/2011,10/12/2011,0.7781,0.7781,0.3397,2.4877,5,1,1500000,3,NY,0,1,0,0,0,fashion,0,0,0,0,0,0,0,0,0,1,c:72750,0,0,0,0,0,0,1,0,acquired,snapette,Snapette is a mobile shopping application for finding and sharing fashion products available in neighborhood stores.,Snapette
686,CA,37.779281,-122.419236,94107,c:40152,San Francisco,San Francisco CA 94107,EmSense,0,1/1/2004,11/1/2011,11/3/2009,12/10/2010,5.8438,6.9452,5.9205,6.3808,6,2,13000000,2,CA,1,0,0,0,0,hardware,0,0,0,0,0,0,0,0,0,1,c:40152,1,0,0,0,1,0,2,1,closed,emsense,EmSense provides scalable physiological and brainwave measurement technology.,EmSense
687,NY,40.650104,-73.949582,11217,c:54077,Brooklyn,Brooklyn NY 11217,MakerBot,1,1/1/2009,Still Operating,8/23/2011,8/23/2011,2.6411,2.6411,4.0959,4.926,6,1,10000000,2,NY,0,1,0,0,0,hardware,0,0,0,0,0,0,0,0,0,1,c:54077,1,0,0,0,0,0,6,1,acquired,makerbot,MakerBot Industries creates open source 3D printers.,MakerBot
688,NY,42.712207,-73.203599,10003,c:10452,New York,New York NY 10003,Image Space Media,1,1/1/2008,Still Operating,1/19/2010,12/30/2010,2.0521,2.9973,2.0027,3.8137,9,2,3915000,2,NY,0,1,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:10452,1,0,1,0,0,0,3,1,acquired,image space media,"Image Space Media offers in-image advertising, an ad solution pairing brand messages with contextually relevant images to reach audiences.",Image Space Media
689,NY,40.650104,-73.949582,11222,c:55427,Brooklyn,Brooklyn NY 11222,Wanderfly,1,8/1/2009,Still Operating,8/1/2009,2/1/2011,0,1.5041,1.5808,3.1726,7,2,1400000,2,NY,0,1,0,0,0,travel,0,0,0,0,0,0,0,0,0,1,c:55427,0,1,1,0,0,0,6,1,acquired,wanderfly,Wanderfly is a web platform for discovering and sharing personalized travel recommendations.,Wanderfly
690,IL,41.8969173,-87.6435474,60654,c:195311,Chicago,Chicago IL 60654,walkby,0,8/1/2012,1/1/2013,8/1/2012,4/10/2013,0,0.6904,0,0.6904,6,2,650000,2,IL,0,0,0,0,1,ecommerce,0,0,0,0,0,0,1,0,0,0,c:195311,1,1,0,0,0,0,1,1,closed,walkby,Walkby is an online network of retailers that enables customers to search for products and have them delivered.,walkby
691,TX,30.268735,-97.745209,78702,c:2497,Austin,Austin TX 78702,FameCast,0,1/1/2007,1/1/2010,6/1/2007,3/30/2010,0.4137,3.2438,0.4137,6.8,5,3,9700000,4,TX,0,0,0,1,0,games_video,0,0,0,0,0,1,0,0,0,0,c:2497,1,0,1,0,0,0,1,1,closed,famecast,"FameCast is an interactive, branded entertainment platform focusing on contest-centered marketing campaigns.",FameCast
692,CA,37.336191,-121.890583,95110,c:13465,San Jose,San Jose CA 95110,Cassatt,1,1/1/2003,Still Operating,3/1/2006,3/1/2006,3.1644,3.1644,2.0027,2.0027,6,1,15000000,1,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:13465,0,0,0,0,0,1,3,1,acquired,cassatt,Cassat provides software solutions and technologies for operating green data centers.,Cassatt
693,CA,37.782714,-122.39358,94608,c:17983,Emeryville,Emeryville CA 94608,VirtuOz,1,1/1/2002,Still Operating,10/10/2005,4/1/2012,3.7753,10.2548,10.0301,11.0329,18,4,38764000,3,CA,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,c:17983,1,0,1,1,0,0,2,1,acquired,virtuoz,"VirtuOz, a digital customer relationships platform, provides intelligent virtual agents for enterprises to ensure quality user experience.",VirtuOz
694,CA,37.3987372,-122.0497918,95112,c:12099,San Jose,San Jose CA 95112,SolFocus,0,11/1/2005,1/1/2013,3/1/2006,4/1/2012,0.3288,6.4192,1.1671,4.989,6,8,211403000,2,CA,1,0,0,0,0,cleantech,0,0,0,0,0,0,0,0,0,1,c:12099,1,0,1,1,1,0,2.7143,1,closed,solfocus,SolFocus is a manufacturer of solar energy systems based on concentrator photovoltaic (CPV) technology.,SolFocus
695,CA,37.3965713,-122.0836937,94041,c:51239,Mountain View,Mountain View CA 94041,Nimbula,1,1/1/2008,Still Operating,6/23/2010,8/23/2010,2.4767,2.6438,3.4164,5.2,8,2,20750000,3,CA,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,c:51239,0,0,1,1,0,0,2,1,acquired,nimbula,"Nimbula delivers cloud infrastructure software enabling enterprises and service providers to build private, public or hybrid clouds.",Nimbula
696,CA,37.779281,-122.419236,94107,c:74743,San Francisco,San Francisco CA 94107,Giftiki,1,6/1/2009,Still Operating,8/31/2010,4/20/2011,1.2493,1.8849,2.2521,3.2219,4,2,1020000,2,CA,1,0,0,0,0,social,0,0,0,0,0,0,0,0,0,1,c:74743,0,1,1,0,0,0,2.5,1,acquired,giftiki,Giftiki is a social commerce platform and a collaborative gifting engine that enables users to contribute toward a collective fund.,Giftiki
697,TX,30.271129,-97.743699,78730,c:36192,Austin,Austin TX 78730,Storspeed,0,1/1/2007,3/4/2010,6/7/2007,6/7/2007,0.4301,0.4301,2.0027,2.0027,6,1,13000000,1,TX,0,0,0,1,0,software,1,0,0,0,0,0,0,0,0,0,c:36192,0,0,1,0,0,0,4,1,closed,storspeed,StorSpeed develops products to increase network storage performance.,Storspeed
698,NY,40.738567,-73.987199,10007,c:20313,New York,New York NY 10007,SpaBooker,1,11/1/2007,Still Operating,1/1/2008,10/1/2011,0.1671,3.9178,0,2.9178,8,2,14700000,2,NY,0,1,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:20313,0,1,1,0,0,0,4,1,acquired,spabooker,ts products are cloud-based management systems for spas and salons.,SpaBooker
699,CA,37.4233896,-122.0899512,94043,c:60,Mountain View,Mountain View CA 94043,Jajah,1,1/1/2005,Still Operating,3/1/2006,3/1/2009,1.1616,4.1644,3,8.9205,19,4,33000000,4,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:60,0,0,1,1,1,1,1.3333,1,acquired,jajah,Jajah is a VoIP provider enabling users to make international and long-distance calls at local rates.,Jajah
700,CA,37.404788,-121.940842,95134,c:50092,San Jose,San Jose CA 95134,Baxano,1,1/1/2005,Still Operating,6/23/2010,6/23/2010,5.4767,5.4767,3.055353048,4.754422568,5,1,30000000,0,CA,1,0,0,0,0,medical,0,0,0,0,0,0,0,0,0,1,c:50092,0,0,0,0,1,0,6,1,acquired,baxano,Baxano develops minimally-invasive tools to restore spine function and preserve healthy tissues.,Baxano
701,TX,32.959908,-96.70737,75081,c:1637,Richardson,Richardson TX 75081,RipCode,0,8/6/2006,7/1/2012,11/1/2006,5/11/2010,0.2384,3.7644,2.4192,3.8795,10,4,33000000,3,TX,0,0,0,1,0,software,1,0,0,0,0,0,0,0,0,0,c:1637,0,0,1,1,1,0,4,1,closed,ripcode,RipCode provided a dual application infrastructure solution for delivering video on-demand and real-time video streaming.,RipCode
702,DC,38.894955,-77.036646,20005,c:144631,Washington,Washington DC 20005,VeteranCentral.com,0,12/15/2011,7/1/2013,6/15/2011,6/15/2011,-0.5014,-0.5014,3.055353048,4.754422568,1,1,150000,0,DC,0,0,0,0,1,social,0,0,0,0,0,0,0,0,0,1,c:144631,0,1,0,0,0,0,1,0,closed,veterancentral.com,"VeteranCentral, an online community, delivered applications and information to support veterans of various fields in resolving issues.",VeteranCentral.com
703,MA,42.37564,-71.2358,2452,c:56478,Waltham,Waltham MA 2452,RippleFunction,0,3/1/2010,6/1/2013,5/1/2010,5/1/2010,0.1671,0.1671,0.5863,0.5863,3,1,20000,1,MA,0,0,1,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:56478,0,1,0,0,0,0,1,0,closed,ripplefunction,RippleFunction enabled conference and event organisers to sell tickets through Twitter and Facebook promotions.,RippleFunction
704,CA,37.54827,-121.988572,94555-3619,c:131583,Fremont,Fremont CA 94555-3619,CV Ingenuity,0,1/1/2008,7/1/2013,10/4/2011,1/24/2013,3.7589,5.0685,3.055353048,4.754422568,2,3,30926154,0,CA,1,0,0,0,0,medical,0,0,0,0,0,0,0,0,0,1,c:131583,0,0,0,1,0,0,3,1,closed,cv ingenuity,CV Ingenuity was a medical device company that developed drug-coated balloon platforms for the touch-and-go treatment of vascular diseases.,CV Ingenuity
705,CA,37.288326,-121.945633,95008,c:146596,Campbell,Campbell CA 95008,AdexLink,0,8/16/2010,8/1/2012,6/10/2011,6/10/2011,0.8164,0.8164,3.055353048,4.754422568,0,1,2000000,0,CA,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:146596,0,0,0,0,0,0,1,0,closed,adexlink,AdexLink is a mobile marketing platform for ads mediation and app cross-promotion.,AdexLink
706,MA,42.504817,-71.195611,1803,c:42163,Burlington,Burlington MA 1803,Certeon,0,1/1/2003,2/1/2013,7/16/2007,5/1/2012,4.5397,9.337,2.0027,2.0027,2,2,19000000,1,MA,0,0,1,0,0,software,1,0,0,0,0,0,0,0,0,0,c:42163,1,0,0,1,0,0,3.5,1,closed,certeon,Certeon provided appliance software solutions that eliminated traditional network constraints and accelerated application performance.,Certeon
707,CA,37.779281,-122.419236,94104,c:16111,San Francisco,San Francisco CA 94104,Applied Identity,0,1/1/2002,1/1/2012,1/13/2005,10/1/2008,3.0356,6.7534,4.0027,4.0027,2,3,33000000,1,CA,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:16111,0,0,1,1,1,0,4,1,closed,applied identity,Applied Identity develops identity-aware network security solutions.,Applied Identity
708,GA,33.982967,-84.346041,30350,c:24274,Atlanta,Atlanta GA 30350,Prenova,1,1/1/2002,Still Operating,5/10/2006,4/24/2008,4.3562,6.3151,4.0027,4.0027,1,3,15650000,1,GA,0,0,0,0,1,cleantech,0,0,0,0,0,0,0,0,0,1,c:24274,1,0,0,0,0,0,1.3333,1,acquired,prenova,Prenova provides energy management solutions helping companies to control their energy spend.,Prenova
709,CA,37.779281,-122.419236,92606,c:763,San Francisco,San Francisco CA 92606,WooMe,1,12/1/2000,Still Operating,4/1/2007,6/12/2008,6.3342,7.5342,7.1726,10.9315,8,3,17400000,3,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:763,0,0,1,1,0,0,2.3333,1,acquired,woome,WooMe is an online dating app that connects people who have common ground.,WooMe
710,CA,34.102827,-118.32999,90028,c:79089,Hollywood,Hollywood CA 90028,HelpMeRent.com,0,10/1/2010,2/1/2013,8/1/2011,8/1/2011,0.8329,0.8329,-0.1671,1.189,5,1,154000,2,CA,1,0,0,0,0,real_estate,0,0,0,0,0,0,0,0,0,1,c:79089,0,1,0,0,0,0,1,0,closed,helpmerent.com,"Help Me Rent is a social community and interactive publication where people can post, search, and book rental appointments.",HelpMeRent.com
711,CA,34.054935,-118.244476,90301,c:43480,Los Angeles,Los Angeles CA 90301,Mail.com Media Corporation,0,1/1/2004,1/1/2011,10/21/2008,10/21/2008,4.8082,4.8082,6.6027,6.7233,4,1,35000000,2,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:43480,0,0,0,0,0,1,3,1,closed,mail.com media corporation,"Mail.com, a web portal and web-based email service, offers news articles and videos and a free webmail application with unlimited storage.",Mail.com Media Corporation
712,VA,38.916336,-77.230488,22182,c:12224,Viena,Viena VA 22182,DubMeNow,0,1/1/2008,6/1/2013,8/1/2008,6/5/2012,0.5836,4.4301,1.2521,2.1452,5,4,7516703,3,VA,0,0,0,0,1,mobile,0,0,1,0,0,0,0,0,0,0,c:12224,1,1,0,0,0,0,1,0,closed,dubmenow,DubMeNow is a mobile software solution used to exchange business cards and instantaneously manage contact information.,DubMeNow
713,TX,30.409765,-97.75101,78759,c:54488,Austin,Austin TX 78759,Smooth-Stone,0,1/1/2008,7/1/2011,8/16/2010,8/16/2010,2.6247,2.6247,2.874,4.3014,1,1,48000000,3,TX,0,0,0,1,0,cleantech,0,0,0,0,0,0,0,0,0,1,c:54488,1,0,0,0,0,0,5,1,closed,smooth-stone,Calxeda (previously known as Smooth-Stone)was a company that aimed to provide computers based on the ARM architecture for server computers.,Smooth-Stone
