,state_code,latitude,longitude,zip_code,id,city,Unnamed: 6,name,labels,founded_at,closed_at,first_funding_at,last_funding_at,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,state_code.1,is_CA,is_NY,is_MA,is_TX,is_otherstate,category_code,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,object_id,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,status,link_name,company_description
372,MA,42.360253,-71.058291,2210,c:60087,Boston,Boston MA 2210,Localocracy,1,01-01-09,Still Operating,05-01-09,02-04-11,0.3288,2.0932,1.3288,2.7534,4,3,172500,2,MA,0,0,1,0,0,web,0,1,0,0,0,0,0,0,0,0,c:60087,0,1,0,0,0,0,1,0,acquired,localocracy,"Localocracy provides an online town common where registered voters, using real names, can weigh in on local issues."
373,NY,40.730646,-73.986614,10013,c:24853,New York City,New York City NY 10013,Pixable,1,03-12-09,Still Operating,11-10-10,4/22/2011,1.6658,2.1123,2.3041,3.5507,23,2,6100000,2,NY,0,1,0,0,0,social,0,0,0,0,0,0,0,0,0,1,c:24853,0,0,1,1,0,0,1,1,acquired,pixable,"Pixable is what you need to see today, bringing you visual stories told through photos and videos that you'll want to pass along to friends."
374,CA,37.862592,-122.493561,94939,c:14608,Larkspur,Larkspur CA 94939,mFoundry,1,01-01-04,Still Operating,3/21/2006,12-05-11,2.2192,7.9315,1.6685,9.0904,7,3,40300000,5,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:14608,1,0,0,1,1,0,4,1,acquired,mfoundry,mFoundry provides SaaS-based mobile banking solutions for financial institutions and retailers in the U.S.
375,CA,34.098242,-118.35697,90046,c:65389,Los Angeles,Los Angeles CA 90046,Bevvy,0,01-08-11,01-01-12,5/20/2011,5/20/2011,0.3616,0.3616,0.3753,0.5425,9,1,100000,3,CA,1,0,0,0,0,ecommerce,0,0,0,0,0,0,1,0,0,0,c:65389,0,1,0,0,0,0,1,0,closed,bevvy,"Bevvy was a nightlife reservation site that offers ongoing, preferred pricing at the best bars and clubs."
376,WA,47.6399006,-122.1914274,98104,c:1767,Seattle,Seattle WA 98104,Livemocha,1,09-01-07,Still Operating,01-01-08,2/25/2013,0.3342,5.4904,2.7507,5.589,14,5,19389998,2,WA,0,0,0,0,1,education,0,0,0,0,0,0,0,0,0,1,c:1767,1,0,1,1,1,0,1.5,1,acquired,livemocha,Livemocha is a language learning community combining online instructional content with a global community of language learners.
377,CA,37.626166,-122.411025,94066,c:6012,San Bruno,San Bruno CA 94066,IronPort Systems,1,01-01-00,Still Operating,6/25/2002,10/25/2004,2.4822,4.8192,5.5863,11.9452,21,2,61500000,3,CA,1,0,0,0,0,hardware,0,0,0,0,0,0,0,0,0,1,c:6012,0,0,0,1,0,1,4,1,acquired,ironport systems,"IronPort Systems develops email and web security tools that prevent organizations from spam, viruses, malware and other internet threats."
378,CA,37.779281,-122.419236,94108,c:44976,San Francisco,San Francisco CA 94108,Crowdcast,1,01-01-07,Still Operating,06-10-10,06-10-10,3.4411,3.4411,4.0027,5.7178,6,1,6000000,2,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:44976,0,0,1,0,0,0,2,1,acquired,crowdcast,Crowdcast provides crowd forecasting solutions for organizations to find transformative ideas that drive growth.
379,MA,42.360253,-71.058291,2114,c:2275,Boston,Boston MA 2114,Where,1,01-01-04,Still Operating,12/31/2003,01-01-09,-0.0027,5.0055,4.9507,7.3726,23,4,19100000,6,MA,0,0,1,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:2275,0,0,1,1,1,0,2.5,1,acquired,where,"Where, a PayPal service, is focused on leveraging location technology and data in mobile to enhance relevancy in advertising."
380,NY,40.756054,-73.986951,10003,c:16611,New York,New York NY 10003,Pictela,1,10/17/2008,Still Operating,01-06-09,11-06-10,0.2219,2.0548,0.0411,3.9178,8,4,3499997,3,NY,0,1,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:16611,1,0,1,0,0,0,1.5,1,acquired,pictela,Pictela is a platform for distributing high definition brand content. The platform is designed for use by the world's largest marketers and allows content to move seamlessly between advertising and social media. Provides a rich media technology across the world's largest publishers.
381,CA,37.502742,-122.211281,94063,c:975,Redwood City,Redwood City CA 94063,Grouply,1,03-01-06,01-01-12,06-01-07,1/14/2008,1.2521,1.874,4.7178,5.0959,13,3,2600000,2,CA,1,0,0,0,0,network_hosting,0,0,0,0,0,0,0,0,0,1,c:975,0,1,1,0,0,0,3.6667,1,acquired,grouply,"Grouply pioneers the “social group,” an online community that combines the best features of social networks and online groups."
382,CA,37.779281,-122.419236,94103,c:51332,San Francisco,San Francisco CA 94103,Storify,1,12-11-09,Still Operating,07-01-09,02-03-11,-0.4466,1.1479,3.0603,3.7479,14,3,2023000,2,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:51332,0,1,1,0,0,0,1.3333,1,acquired,storify,Storify is a social network service allowing users to create stories and timelines using social media platforms.
383,CA,33.685697,-117.825982,92618,c:25713,Irvine,Irvine CA 92618,Axiom Microdevices,1,01-01-02,Still Operating,02-08-07,02-08-07,5.1068,5.1068,3.055353048,4.754422568,3,1,25000000,0,CA,1,0,0,0,0,semiconductor,0,0,0,0,0,0,0,0,0,1,c:25713,1,0,0,0,0,0,4,1,acquired,axiom microdevices,Axiom Microdevices provides integrated complementary metal oxide semiconductor power amplifiers for the cellular telephone market.
384,CA,34.019657,-118.487549,90404,c:36151,Santa Monica,Santa Monica CA 90404,ShoeDazzle,1,03-01-09,Still Operating,11/19/2009,10-03-12,0.7205,3.5945,2.8384,4.0192,17,4,66000000,4,CA,1,0,0,0,0,fashion,0,0,0,0,0,0,0,0,0,1,c:36151,1,0,1,1,1,0,2.3333,1,acquired,shoedazzle,ShoeDazzle is an online e-commerce site offering personalized and stylish ladies footwear handpicked by fashion experts.
385,NY,40.74929,-73.981328,10016,c:148576,New York,New York NY 10016,LiftDNA,1,09-01-09,Still Operating,02-01-11,02-11-11,1.4192,1.4466,1.663,1.663,5,2,1000000,1,NY,0,1,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:148576,0,1,0,0,0,0,3.5,0,acquired,liftdna,"LiftDNA is the only yield optimization platform that is a first party to the publisher's ad server, and is the industry's most advanced yield optimization platform for publishers. We believe that maximizing demand competition for every impression is the key to maximizing revenue yield for publishers. We also believe that thepublisher's ad server is where the data and value should remain. With direct ad server integration, LiftDNA derives unparalleled insight for data-driven optimization, audience segmentation and performance-driven campaign management."
386,CA,37.424298,-122.139809,94306,c:73586,Palo Alto,Palo Alto CA 94306,Onavo,1,01-01-10,Still Operating,05-01-11,1/24/2012,1.3288,2.063,3.2493,3.7836,11,2,13000000,2,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:73586,0,0,1,1,0,0,3,1,acquired,onavo,"Onavo develops mobile applications that assist its users in managing their finance, entertainment, social networking, and privacy."
387,MA,42.37564,-71.2358,2451,c:46070,Waltham,Waltham MA 2451,Pyxis Mobile,0,01-01-98,08-01-12,09-09-05,01-10-12,7.6932,14.0329,12.5041,14.0329,3,3,24150000,2,MA,0,0,1,0,0,software,1,0,0,0,0,0,0,0,0,0,c:46070,1,0,1,1,0,0,2.3333,1,closed,pyxis mobile,"Verivo is an enterprise mobility platform allowing companies to centrally build, deploy, manage and update their apps securely."
388,CA,37.354469,-121.990433,95051,c:84867,Santa Clara,Santa Clara CA 95051,Link_A_Media Devices,0,01-01-04,01-01-13,11-02-09,3/20/2012,5.8411,8.2219,3.055353048,4.754422568,4,3,47218498,0,CA,1,0,0,0,0,semiconductor,0,0,0,0,0,0,0,0,0,1,c:84867,1,0,0,0,1,1,3.3333,1,closed,link_a_media devices,LinkAMedia Devices develops and manufactures custom System-on-Chip solutions for hard disk drives and solid-state-drives.
389,MA,42.37564,-71.2358,2451,c:12171,Waltham,Waltham MA 2451,Guardium,1,01-01-02,Still Operating,08-12-05,5/17/2006,3.6137,4.3753,0,7.9178,1,2,11800000,2,MA,0,0,1,0,0,search,0,0,0,0,0,0,0,0,0,1,c:12171,0,0,0,0,1,1,4.5,1,acquired,guardium,"Guardium, a database security company, delivers solutions to prevent information leaks and ensures the integrity of enterprise data."
390,NV,35.96544,-115.106579,89052,c:45413,Henderson,Henderson NV 89052,Trooval,0,09-01-08,02-01-11,04-07-10,11-05-10,1.5973,2.1781,0.0822,0.0822,2,2,2387481,1,NV,0,0,0,0,1,analytics,0,0,0,0,0,0,0,0,0,1,c:45413,1,0,0,0,0,0,1,1,closed,trooval,Trooval offered business intelligence and predictive analytics technology to enhance sales and marketing operations of timeshare developers.
391,MA,42.346743,-71.076632,2116,c:1285,Boston,Boston MA 2116,Compete,1,01-01-00,Still Operating,11-01-00,08-01-07,0.8356,7.5863,11.589,13.5863,35,4,33000000,5,MA,0,0,1,0,0,consulting,0,0,0,0,0,0,0,0,1,0,c:1285,1,0,1,1,1,0,2.5,1,acquired,compete,Compete provides digital intelligence services that help brands improve their marketing based on the online behavior of consumers.
392,VA,38.872668,-77.367981,22102,c:13730,McLean,McLean VA 22102,Rollstream,1,01-01-05,Still Operating,09-03-07,11/18/2008,2.6712,3.8822,4.0027,7.3205,4,2,7500000,3,VA,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,c:13730,0,0,1,1,0,0,1.5,1,acquired,rollstream,Rollstream offers an online solution for accelerating communications and collaboration across the global supply chain.
393,CA,37.404788,-121.940842,95134,c:31936,San Jose,San Jose CA 95134,NeoGuide Systems,1,01-01-00,Still Operating,9/29/2006,9/29/2006,6.7479,6.7479,4.0027,4.0027,3,1,25000000,1,CA,1,0,0,0,0,biotech,0,0,0,0,0,0,0,1,0,0,c:31936,0,0,0,0,1,0,1,1,acquired,neoguide systems,NeoGuide Systems Inc. develops robotic endoscopic technology for natural orifice transluminal endoscopic surgery. Its technology is used in colonoscopy application to provide access to abdominal and thoracic cavities.
394,CA,37.386778,-121.966277,95054,c:32011,Santa Clara,Santa Clara CA 95054,Accept Software,1,01-01-02,Still Operating,9/16/2005,12/14/2010,3.7096,8.9562,4.0027,4.0027,7,4,25305000,1,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:32011,1,0,1,1,1,0,2,1,acquired,accept software,"Accept Software is a SaaS-based enterprise product development solutions platform for companies to manage ideas, strategies and more."
395,CA,37.444531,-122.163352,94301,c:22203,Palo Alto,Palo Alto CA 94301,Milo,1,01-01-08,Still Operating,11-01-08,11/24/2009,0.8356,1.8986,2.3014,3.8356,21,2,4950000,3,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:22203,0,1,1,0,0,0,12.5,1,acquired,milo,"Milo, a product search space, enables shoppers to research products online and buy locally while tracking real-time availability and price."
396,CA,37.379684,-121.97514,95054,c:10512,Santa Clara,Santa Clara CA 95054,Mimosa Systems,1,8/29/2003,Still Operating,12-05-05,01-12-10,2.2712,6.3781,3.055353048,4.754422568,8,6,53816776,0,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:10512,1,0,0,1,1,1,5,1,acquired,mimosa systems,"Mimosa helps users manage unstructured data such as email, instant messages, and other data types through its Mimosa NearPoint software."
397,NY,37.809782,-122.417306,10003,c:105,New York,New York NY 10003,Surphace,1,06-01-05,Still Operating,04-01-05,05-01-06,-0.1671,0.9151,2.674,8.3836,15,2,3500000,4,NY,0,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:105,0,0,1,1,0,0,5.5,1,acquired,surphace,Surphace provides contextual content tools enabling online publishers to create an engaging reader experience.
398,CA,37.388869,-122.072353,94041,c:60436,Mountain View,Mountain View CA 94041,Cloudmeter,1,04-01-07,Still Operating,4/27/2012,4/27/2012,5.0767,5.0767,4.7562,6.0466,7,1,5000000,2,CA,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,c:60436,0,0,1,0,0,0,1,0,acquired,cloudmeter,"Cloudmeter transforms real-time network data into actionable information, helping organizations optimize the end user experience."
399,CA,37.384756,-122.087712,94010,c:5779,Burlingame,Burlingame CA 94010,Zecter,1,06-01-07,Still Operating,06-01-07,12/14/2009,0,2.5397,3.7699,5.9233,9,3,2515000,3,CA,1,0,0,0,0,network_hosting,0,0,0,0,0,0,0,0,0,1,c:5779,1,1,1,0,0,0,1.6667,1,acquired,zecter,Zecter offers consumer hybrid cloud storage solutions and media solutions that allow video and music streaming over the web.
400,MA,42.6161515,-71.3258687,1851,c:3413,Lowell,Lowell MA 1851,Dimdim,1,01-01-06,Still Operating,02-01-07,07-01-08,1.0849,2.4986,2.5205,5.0192,10,2,8400000,3,MA,0,0,1,0,0,web,0,1,0,0,0,0,0,0,0,0,c:3413,0,0,1,1,0,0,2,1,acquired,dimdim,Dimdim offers a browser-based web conferencing service based on an open source platform.
401,CA,34.01695,-118.451933,90405,c:6049,Santa Monica,Santa Monica CA 90405,TeleFlip,0,01-01-04,01-01-08,08-01-06,01-01-08,2.5836,4.0027,2.0301,4.6164,5,2,4900000,3,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:6049,0,0,1,1,0,0,1,1,closed,teleflip,Teleflip develops technologies that deliver emails to users' cell phones.
402,WA,47.614422,-122.192337,98004,c:58998,Bellevue,Bellevue WA 98004,MessageGate,0,01-01-01,7/16/2012,4/18/2005,4/18/2005,4.2959,4.2959,5.0027,5.0027,3,1,5000000,1,WA,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,c:58998,1,0,0,0,0,0,5,1,closed,messagegate,MessageGate offers enterprise e-mail governance software and services.
403,NY,40.825655,-73.467622,11797,c:39283,Woodbury,Woodbury NY 11797,Cloverleaf Communications,1,01-01-01,Still Operating,6/28/2005,6/28/2005,4.4904,4.4904,3.055353048,4.754422568,2,1,11000000,0,NY,0,1,0,0,0,public_relations,0,0,0,0,0,0,0,0,0,1,c:39283,0,0,0,0,1,0,3,1,acquired,cloverleaf communications,Cloverleaf Communications is a developer of intelligent storage networking management system products.
404,CA,37.381876,-121.95993,95054,c:13681,Santa Clara,Santa Clara CA 95054,SkyPilot Networks,1,01-01-00,Still Operating,01-01-01,04-01-08,1.0027,8.2548,3.055353048,4.754422568,6,4,68400000,0,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:13681,1,0,1,0,1,1,4,1,acquired,skypilot networks,"SkyPilot Networks is a provider of carrier-class broadband wireless equipment and networking, wireless VoIP and other wireless applications."
405,CA,37.779281,-122.419236,94103,c:21762,San Francisco,San Francisco CA 94103,Zencoder,1,01-01-07,Still Operating,02-01-10,04-12-11,3.0877,4.2795,3.6356,4.6685,7,2,2000000,2,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:21762,0,1,1,0,0,0,8.5,1,acquired,zencoder,"Zencoder is web-based video encoding SaaS, designed to convert any video into web and mobile-compatible formats in real-time."
406,NY,40.730646,-73.986614,10010,c:39801,New York,New York NY 10010,Storm Exchange,0,04-01-06,03-12-09,12-01-06,03-04-08,0.6685,1.926,0,0,2,2,10800000,1,NY,0,1,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,c:39801,1,0,1,0,0,0,2,1,closed,storm exchange,Storm Exchange provides a technology platform to manage weather risk situations.
407,NY,40.729839,-73.991781,10003,c:1388,New York,New York NY 10003,The Huffington Post,1,05-09-05,Still Operating,05-01-05,08-01-10,-0.0219,5.2329,5.7616,7.4877,31,5,37000000,3,NY,0,1,0,0,0,news,0,0,0,0,0,0,0,0,0,1,c:1388,1,0,1,1,1,0,2.5,1,acquired,the huffington post,"HuffPost, an online news aggregator and blog, publishes content on politics, entertainment, world news, sports, and technology."
