,state_code,latitude,longitude,zip_code,id,city,Unnamed: 6,name,labels,founded_at,closed_at,first_funding_at,last_funding_at,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,state_code.1,is_CA,is_NY,is_MA,is_TX,is_otherstate,category_code,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,object_id,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,status,link_name,company_description,name
877,CA,37.4210225,-122.1377411,94301,c:62269,Palo Alto,Palo Alto CA 94301,GoPollGo,1,1/1/2011,Still Operating,7/27/2011,7/27/2011,0.5671,0.5671,0.5671,2.3534,5,1,425000,3,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:62269,0,1,0,0,0,0,2,1,acquired,gopollgo,GoPollGo is a real-time polling tool that lets brands and media properties collect and analyze feedback.,GoPollGo
878,CA,35.966068,-115.118671,95066,c:16273,Scotts Valley,Scotts Valley CA 95066,Multigig,1,1/1/2003,Still Operating,5/12/2008,12/22/2010,5.3644,7.9781,5.2521,5.2521,5,3,37891054,1,CA,1,0,0,0,0,semiconductor,0,0,0,0,0,0,0,0,0,1,c:16273,1,0,0,1,1,0,3,1,acquired,multigig,"Multigig is a fabless, high performance analog and mixed-signal semiconductor company.",Multigig
879,CA,32.833501,-117.26162,92037,c:38196,La Jolla,La Jolla CA 92037,Ortiva Wireless,1,1/1/2004,Still Operating,2/1/2005,10/4/2011,1.0877,7.7616,6.8849,6.8849,9,5,40000000,1,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:38196,1,0,1,1,1,0,4,1,acquired,ortiva wireless,"Ortiva offers mobile video optimization gateway, a server-based solution for the management of live and on-demand mobile videos.",Ortiva Wireless
880,CA,34.048857,-118.251343,90245,c:5411,El Segundo,El Segundo CA 90245,Sometrics,1,9/1/2007,Still Operating,5/14/2008,10/16/2009,0.7014,2.126,2.4027,4.0548,10,3,5550000,4,CA,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,c:5411,0,0,1,1,0,0,3,1,acquired,sometrics,Sometrics is a web platform for publishers to market free-to-play online games and monetize virtual currency via consumer destination sites.,Sometrics
881,CA,37.7869983,-122.400893,94107,c:54465,San Francisco,San Francisco CA 94107,Kima Labs,1,1/1/2010,Still Operating,8/1/2010,8/1/2010,0.5808,0.5808,0,2.1315,3,1,770000,3,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:54465,0,1,0,0,0,0,6,1,acquired,kima labs,"Kima Labs is a startup that has developed their first mobile app, Barcode Hero.",Kima Labs
882,TX,32.960431,-96.83026,75001,c:34267,Addison,Addison TX 75001,Chronicity,0,9/1/2006,4/1/2012,10/10/2006,5/26/2011,0.1068,4.7342,3.055353048,4.754422568,0,4,19550000,0,TX,0,0,0,1,0,consulting,0,0,0,0,0,0,0,0,1,0,c:34267,1,0,1,0,0,0,1,1,closed,chronicity,"Chronicity was a healthcare service provider for treating fibromyalgia, chronic fatigue syndrome, ADD/ADHD, and learning disabilities.",Chronicity
883,CA,40.730646,-73.986614,94111,c:1042,San Francisco,San Francisco CA 94111,Whiskey Media,1,10/1/2007,Still Operating,3/24/2009,12/31/2009,1.4795,2.2521,2.2521,2.2521,6,2,4000000,1,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:1042,1,0,0,0,0,0,1,0,acquired,whiskey media,Whiskey Media develops topical websites that utilize the Django framework.,Whiskey Media
884,VA,38.92719,-77.216969,22102,c:1756,McLean,McLean VA 22102,Jobfox,1,3/1/2004,Still Operating,4/1/2005,12/24/2009,1.0849,5.8192,6.3507,9.4411,14,4,42000000,4,VA,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,c:1756,0,0,1,1,1,0,2.3333,1,acquired,jobfox,Jobfox is a job search and career networking site connecting job seekers with employers.,Jobfox
885,CO,39.6350086,-106.5213459,81620,c:31452,Avon,Avon CO 81620,Natural Cleaners Colorado,0,1/1/2005,3/5/2010,8/27/2008,8/27/2008,3.6548,3.6548,3.055353048,4.754422568,0,1,1900000,0,CO,0,0,0,0,1,other,0,0,0,0,0,0,0,0,0,1,c:31452,0,0,1,0,0,0,1,1,closed,natural cleaners colorado,Natural Cleaners Colorado provides dry and wet cleaning services using carbon dioxide and green earth cleaning technologies.,Natural Cleaners Colorado
886,CA,33.570171,-117.710676,92656,c:39101,Aliso Viejo,Aliso Viejo CA 92656,Gaikai,1,11/1/2008,Still Operating,1/5/2010,7/20/2011,1.1781,2.7151,2.5178,3.6685,21,3,45039999,3,CA,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,c:39101,0,0,1,1,1,0,3.6667,1,acquired,gaikai,Gaikai is a video game streaming platform that utilizes cloud-based gaming technology to enable users to play games instantly.,Gaikai
887,CA,37.779281,-122.419236,94110,c:60186,San Francisco,San Francisco CA 94110,Blue Buzz Network,0,1/1/2006,6/1/2013,7/13/2010,7/13/2010,4.5315,4.5315,5.5288,5.5288,1,1,1310000,1,CA,1,0,0,0,0,news,0,0,0,0,0,0,0,0,0,1,c:60186,1,0,0,0,0,0,4,1,closed,blue buzz network,Blue Buzz Network provided online news.,Blue Buzz Network
888,OR,45.520247,-122.674195,97224,c:74341,Portland,Portland OR 97224,Max-Viz,1,1/1/2001,Still Operating,1/1/2008,1/1/2008,7.0027,7.0027,7.6712,7.6712,3,1,3000000,1,OR,0,0,0,0,1,hardware,0,0,0,0,0,0,0,0,0,1,c:74341,0,0,1,0,0,0,3,0,acquired,max-viz,"Max-Viz designs, develops, and manufactures enhanced vision systems for the aviation industry.",Max-Viz
889,CA,37.504764,-122.259568,94085,c:3950,Sunnyvale,Sunnyvale CA 94085,Cotendo,1,1/1/2008,Still Operating,1/1/2008,6/15/2011,0,3.4548,2.0247,3.9753,9,4,36000000,3,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:3950,0,0,1,1,1,1,3,1,acquired,cotendo,Cotendo is a content delivery network and site acceleration services provider developing software focused on CDN technologies.,Cotendo
890,CA,37.445586,-122.161929,94301-1705,c:60457,Palo Alto,Palo Alto CA 94301-1705,Particle Code,1,5/1/2010,Still Operating,6/30/2010,6/30/2010,0.1644,0.1644,1.4822,1.4822,3,1,3000000,1,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:60457,1,0,0,0,0,0,1,0,acquired,particle code,Particle Code develops a cross-platform that automates the porting process for software developers.,Particle Code
891,CA,37.7710177,-122.4025976,94103,c:7748,San Francisco,San Francisco CA 94103,Flowgram,0,6/1/2007,6/11/2008,1/31/2008,1/31/2008,0.6685,0.6685,0.7973,5.2849,1,1,1300000,3,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:7748,0,1,0,0,0,0,8,1,closed,flowgram,"Flowgram allows sharing web pages, photos, and videos in a browser-based player that acts like an interactive screencast.",Flowgram
892,AR,34.748528,-92.287158,72201,c:35903,Little Rock,Little Rock AR 72201,JavaJobs,0,1/1/1997,11/3/2012,10/1/2006,10/1/2006,9.7534,9.7534,9.7534,9.7534,1,1,50000,1,AR,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,c:35903,1,0,0,0,0,0,1,0,closed,javajobs,JavaJobs is an online job portal that offers IT- and Java-related job opportunities.,JavaJobs
893,NY,40.74406,-74.004592,10012,c:714,New York,New York NY 10012,Behance,1,2/1/2006,Still Operating,5/14/2012,5/14/2012,6.2849,6.2849,5.7507,7.3068,15,1,6500000,3,NY,0,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:714,0,0,1,0,0,0,8,1,acquired,behance,Behance is an online platform that enables creative professionals to showcase and discover creative work via online portfolios.,Behance
894,MA,42.3751,-71.105616,2142,c:90087,Cambridge,Cambridge MA 2142,Locu,1,1/1/2011,Still Operating,9/7/2011,4/23/2012,0.6822,1.3096,0.3288,2.5945,5,2,4600000,2,MA,0,0,1,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:90087,0,1,1,0,0,0,9,1,acquired,locu,Locus mission is to help local businesses thrive.,Locu
895,MA,42.391389,-71.270987,2451,c:9373,Waltham,Waltham MA 2451,dynaTrace software,1,1/1/2005,Still Operating,2/15/2007,1/7/2011,2.1233,6.0192,2,6.5123,5,3,21900000,2,MA,0,0,1,0,0,software,1,0,0,0,0,0,0,0,0,0,c:9373,1,0,1,1,0,0,1.6667,1,acquired,dynatrace software,Software intelligence to help DevSecOps teams across every industry tame cloud complexity and accelerate digital transformation,dynaTrace software
896,NY,40.730646,-73.986614,10010,c:16343,New York,New York NY 10010,Socialbomb,1,6/5/2008,Still Operating,12/1/2008,12/1/2008,0.4904,0.4904,1.1808,1.1808,6,1,240000,1,NY,0,1,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,c:16343,0,1,0,0,0,0,2,1,acquired,socialbomb,"Socialbomb is a community platform connecting users’ mobile phones, blu-ray players, computers, and connected devices with others.",Socialbomb
897,CA,32.9388917,-117.2398594,92130,c:13734,San Diego,San Diego CA 92130,Imagine Communications,1,1/1/2005,Still Operating,1/1/2005,4/20/2010,0,5.3014,5.0027,5.0027,17,4,34700000,1,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:13734,1,0,1,1,0,0,2.25,1,acquired,imagine communications,Imagine Communications provides digital video processing and edge multiplexing solutions.,Imagine Communications
898,IL,41.808458,-88.073008,60188,c:4060,Lisle,Lisle IL 60188,Univa UD,1,5/10/2004,Still Operating,8/1/2005,3/23/2010,1.2274,5.8712,3.6466,6.6959,4,4,33000000,2,IL,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,c:4060,1,0,1,1,1,0,5.3333,1,acquired,univa ud,"Univa provides optimization and management software for traditional, dynamic and cloud data centers.",Univa UD
899,NY,40.7908157,-73.9722939,10013,c:58420,New York,New York NY 10013,Tutorspree,0,9/1/2010,9/8/2013,12/20/2011,2/18/2013,1.3014,2.4685,0,2.4685,3,2,1800000,2,NY,0,1,0,0,0,education,0,0,0,0,0,0,0,0,0,1,c:58420,1,1,0,0,0,0,5,1,closed,tutorspree,Tutorspree is an online platform that offers web based tuition services for the U.S students on various subjects.,Tutorspree
900,CO,40.01621,-105.28131,80302,c:815,Boulder,Boulder CO 80302,OneRiot,1,1/1/2006,Still Operating,1/1/2006,8/27/2009,0,3.6548,3.1507,5.3123,14,3,27300000,4,CO,0,0,0,0,1,advertising,0,0,0,0,1,0,0,0,0,0,c:815,0,0,1,1,1,0,3,1,acquired,oneriot,OneRiot is a network of mobile apps that analyzes mobile social media activity to determine audience characteristics.,OneRiot
901,CA,37.440682,-122.123103,94303,c:42112,Palo Alto,Palo Alto CA 94303,Moonshoot,0,1/1/2007,2/1/2012,2/18/2010,4/1/2012,3.1342,5.2521,3.1342,3.5425,6,2,6760000,2,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:42112,1,0,0,0,0,0,1.5,1,closed,moonshoot,Moonshoot was a company that aimed to make English language learning fun for children by integrating it into online games.,Moonshoot
902,CA,37.31679,-122.05079,95014,c:16178,Cupertino,Cupertino CA 95014,ArcSight,1,1/1/2000,Still Operating,1/1/2000,6/30/2006,0,6.4986,0.337,10.0082,24,3,26914000,3,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:16178,0,0,1,1,1,0,6,1,acquired,arcsight,ArcSight provides security and compliance management solutions that identify and mitigate business risk for enterprises.,ArcSight
903,CA,37.354469,-121.990433,95051,c:27021,Santa Clara,Santa Clara CA 95051,AGEIA Technologies,1,1/1/2002,Still Operating,10/3/2005,10/3/2005,3.7562,3.7562,3.055353048,4.754422568,1,1,27500000,0,CA,1,0,0,0,0,semiconductor,0,0,0,0,0,0,0,0,0,1,c:27021,0,0,0,0,1,0,7,1,acquired,ageia technologies,AGEIA Technologies develops hardware-accelerated physics solutions for PC games.,AGEIA Technologies
904,TX,29.758938,-95.367697,77046,c:43133,Houston,Houston TX 77046,U.S. Fiduciary,0,1/1/2003,4/17/2009,4/12/2007,4/12/2007,4.2795,4.2795,3.055353048,4.754422568,4,1,9000000,0,TX,0,0,0,1,0,other,0,0,0,0,0,0,0,0,0,1,c:43133,0,0,0,0,0,1,2,1,closed,u.s. fiduciary,"U.S. Fiduciary is a financial firm offering a number of accounts-related services such as managed accounts, asset allocation and more.",U.S. Fiduciary
905,CA,37.336191,-121.890583,95110,c:25756,San Jose,San Jose CA 95110,Broadway Networks,0,1/1/2006,1/1/2011,1/13/2010,1/13/2010,4.0356,4.0356,-7.0055,-7.0055,3,1,954000,1,CA,1,0,0,0,0,public_relations,0,0,0,0,0,0,0,0,0,1,c:25756,1,0,0,0,0,0,1,0,closed,broadway networks,Broadway Networks develops optical subsystems for broadband access applications. Acquired by Finisar.,Broadway Networks
906,CA,59.3352318,18.0571206,95054,c:17884,Santa Clara,Santa Clara CA 95054,Xelerated,1,1/1/2000,Still Operating,4/20/2005,8/14/2008,5.3041,8.6247,3.055353048,4.754422568,4,3,53000000,0,CA,1,0,0,0,0,semiconductor,0,0,0,0,0,0,0,0,0,1,c:17884,0,0,0,0,1,1,4.6667,1,acquired,xelerated,Xelerated is a fabless semiconductor company proving HX devices that offer wire speed performance and other related services.,Xelerated
907,CA,37.563585,-122.324621,94410,c:208,San Mateo,San Mateo CA 94410,Oodle,1,1/1/2004,Still Operating,5/1/2006,9/3/2010,2.3315,6.6767,6.9589,8.9342,17,4,23100000,3,CA,1,0,0,0,0,social,0,0,0,0,0,0,0,0,0,1,c:208,1,0,1,1,1,0,2,1,acquired,oodle,Oodle is a social marketplace offering customers a web and mobile app for buying and selling products.,Oodle
908,CA,37.782809,-122.394354,94103,c:1078,San Francisco,San Francisco CA 94103,The Climate Corporation,1,1/1/2006,Still Operating,1/1/2007,6/14/2012,1,6.4548,6.5342,7.0055,28,4,108900000,2,CA,1,0,0,0,0,cleantech,0,0,0,0,0,0,0,0,0,1,c:1078,0,0,1,1,1,0,7.5,1,acquired,the climate corporation,The Climate Corporation is a technology platform helping people and businesses manage and adapt to climate change.,The Climate Corporation
909,CA,37.3867729,-122.0752224,94041,c:1600,Mountain View,Mountain View CA 94041,Kosmix,1,1/1/2005,Still Operating,11/1/2005,12/8/2008,0.8329,3.937,3.4822,7.6658,26,4,55000000,5,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:1600,0,0,1,1,1,1,2.75,1,acquired,kosmix,Kosmix is a search engine that allows users to perform advanced searches via multiple filters.,Kosmix
910,NY,40.729839,-73.991781,10003,c:12071,New York,New York NY 10003,Xtify Inc.,1,4/1/2009,Still Operating,5/1/2010,2/7/2012,1.0822,2.8548,1.611,4.5096,9,2,5686383,3,NY,0,1,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:12071,0,0,1,0,0,0,2,0,acquired,xtify inc.,Xtify is an IBM company providing mobile app publishers with the tools to execute push and location-triggered notification campaigns.,Xtify Inc.
911,CA,37.658713,-122.399382,94080,c:24681,South San Francisco,South San Francisco CA 94080,Limerick BioPharma,0,1/1/2004,6/1/2013,6/11/2008,1/30/2012,4.4466,8.0849,6.5863,6.5863,4,6,49008830,1,CA,1,0,0,0,0,biotech,0,0,0,0,0,0,0,1,0,0,c:24681,1,0,1,0,1,0,3,1,closed,limerick biopharma,Limerick BioPharma develops compounds which can be used adjunctively with marketed and investigational drugs.,Limerick BioPharma
912,CA,37.780134,-122.396744,94107,c:96,San Francisco,San Francisco CA 94107,iSkoot,1,4/22/2005,Still Operating,11/29/2006,11/7/2008,1.6055,3.5479,3.055353048,4.754422568,10,3,32200000,0,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:96,0,0,1,1,1,0,4,1,acquired,iskoot,iSkoot is an application that extends the reach of PC calling by allowing its users to make and receive PC calls using their cell phones.,iSkoot
913,TX,29.739322,-95.444747,77027,c:15509,Houston,Houston TX 77027,Rudder,0,10/1/2006,11/5/2010,1/15/2008,1/15/2008,1.2904,1.2904,7.1233,7.1233,3,1,2000000,1,TX,0,0,0,1,0,web,0,1,0,0,0,0,0,0,0,0,c:15509,0,0,1,0,0,0,1,0,closed,rudder,Rudder is a financial management tool that enables users to separate and classify income and expenses.,Rudder
914,NY,40.750519,-73.993494,10001,c:52378,New York,New York NY 10001,Panvidea,1,1/1/2007,Still Operating,3/19/2010,3/19/2010,3.2137,3.2137,3.0027,4.6219,5,1,2700000,2,NY,0,1,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,c:52378,0,0,1,0,0,0,2,1,acquired,panvidea,Panvidea is engaged in the development and commercialization of entertainment and advertising content for various digital platforms.,Panvidea
915,WI,43.090756,-89.522805,53562,c:167,Middleton,Middleton WI 53562,Sway,0,12/3/2004,12/2/2012,1/19/2010,1/19/2010,5.1315,5.1315,3.1616,8.5123,6,1,2000000,2,WI,0,0,0,0,1,advertising,0,0,0,0,1,0,0,0,0,0,c:167,0,0,1,0,0,0,2,0,closed,sway,"Sway is a technology firm developing tools for global brands, small businesses, and marketing agencies.",Sway
916,NY,40.7429533,-73.9844611,10018,c:17758,New York,New York NY 10018,TRAFFIQ,1,9/6/2006,Still Operating,9/6/2006,8/10/2010,0,3.9288,2.9151,5.7342,16,3,18000000,3,NY,0,1,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:17758,1,0,1,1,0,0,2.3333,1,acquired,traffiq,"TRAFFIQ is an end-to-end digital media planning and buying platform for advertisers, ad agencies and publishers.",TRAFFIQ
917,WA,47.802184,-122.196307,98021,c:8339,Bothell,Bothell WA 98021,Dexterra,1,1/1/2000,Still Operating,8/17/2005,10/2/2008,5.6301,8.7589,8.5041,8.7589,9,5,122500000,2,WA,0,0,0,0,1,mobile,0,0,1,0,0,0,0,0,0,0,c:8339,1,0,0,0,1,1,5.6,1,acquired,dexterra,Dexterra provides mobile platforms and apps that enable organizations to manage and optimize their mobile workforces.,Dexterra
918,CA,37.7405936,-122.3764714,94107,c:21343,San Francisco,San Francisco CA 94107,CoTweet,1,1/1/2009,Still Operating,7/9/2009,7/9/2009,0.5178,0.5178,0.5808,4.526,9,1,1100000,2,CA,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:21343,0,0,1,0,0,0,6,1,acquired,cotweet,CoTweet is a social media management and analytics tool enabling companies to adapt response-oriented customer service activities.,CoTweet
919,MA,42.504817,-71.195611,1803,c:41747,Burlington,Burlington MA 1803,Reef Point Systems,0,1/1/1998,6/25/2008,4/1/2005,3/23/2007,7.2521,9.2274,6.0027,6.0027,1,3,52000000,1,MA,0,0,1,0,0,security,0,0,0,0,0,0,0,0,0,1,c:41747,1,0,0,1,0,0,2.6667,1,closed,reef point systems,Reef Point Systems provides security solutions for converged wireless and wireline networks in the United States.,Reef Point Systems
920,CA,37.408261,-122.01592,94089,c:31549,Sunnyvale,Sunnyvale CA 94089,Paracor Medical,0,1/1/1999,6/17/2012,6/29/2007,6/29/2007,8.4959,8.4959,9.0055,9.0055,5,1,44000000,1,CA,1,0,0,0,0,biotech,0,0,0,0,0,0,0,1,0,0,c:31549,0,0,0,0,0,1,8,1,closed,paracor medical,Paracor Medical is a medical device company providing technology-driven solutions for the treatment of heart failure.,Paracor Medical
921,CA,37.556732,-122.288378,94404,c:33198,San Francisco,San Francisco CA 94404,Causata,1,1/1/2009,Still Operating,10/5/2009,11/1/2011,0.7589,2.8329,0.7589,3.8356,12,2,15500000,2,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:33198,0,0,1,1,0,0,1,1,acquired,causata,"Causata, a software company, develops and delivers software that connects and transforms customer data into portable real-time intelligence.",Causata
922,CA,37.386778,-121.966277,95054,c:26702,Santa Clara,Santa Clara CA 95054,Asempra Technologies,1,1/1/2003,Still Operating,2/13/2006,2/13/2006,3.1205,3.1205,4.0027,4.0027,4,1,20000000,1,CA,1,0,0,0,0,security,0,0,0,0,0,0,0,0,0,1,c:26702,0,0,0,1,0,0,3,1,acquired,asempra technologies,Asempra Technologies provides instant recovery solutions for Windows applications and data.,Asempra Technologies
